nodeid,date,num_people,userid,last_updated,last_retrieved,funding_amount
2e54fa63-ac6e-4ea6-92ca-5e60c2360616,2015-12-01,85.0,0e392ee9-d472-4f20-a379-731821a0b931,2016-05-24 18:06:35,11:00:29,
2efa7ddc-bcfd-47fc-9dc0-e1a7ea406e30,2013-02-01,30.0,fe4113b7-8c52-4bb9-a6c0-5649a69237d7,2016-05-24 18:06:35,11:03:04,
2f3a483f-643d-4ef2-a1ac-de5d22436962,2013-12-01,5.0,07987d94-587c-41f1-9ad5-b7ac8e9ccc75,2016-06-20 09:49:09,11:00:23,
2f3a483f-643d-4ef2-a1ac-de5d22436962,2015-12-01,5.0,07987d94-587c-41f1-9ad5-b7ac8e9ccc75,2016-06-20 09:49:09,11:00:23,
3089f91d-4835-4cf5-9e4c-9fe0d29b03bf,2014-12-01,0.0,ce4667ed-2a2d-498c-ab4e-1a811d590948,2016-05-25 14:31:34,11:02:28,
3089f91d-4835-4cf5-9e4c-9fe0d29b03bf,2015-04-01,100.0,ce4667ed-2a2d-498c-ab4e-1a811d590948,2016-05-25 14:31:34,11:02:28,30000.0
3089f91d-4835-4cf5-9e4c-9fe0d29b03bf,2015-12-01,0.0,ce4667ed-2a2d-498c-ab4e-1a811d590948,2016-05-25 14:31:34,11:02:28,
3089f91d-4835-4cf5-9e4c-9fe0d29b03bf,2016-03-01,300.0,f3ad993e-5725-4e36-8fa2-82f7f74b89e5,2016-06-20 10:55:42,11:02:56,
3089f91d-4835-4cf5-9e4c-9fe0d29b03bf,2016-04-01,120.0,ce4667ed-2a2d-498c-ab4e-1a811d590948,2016-05-25 14:31:34,11:02:28,
3089f91d-4835-4cf5-9e4c-9fe0d29b03bf,2016-05-01,,ce4667ed-2a2d-498c-ab4e-1a811d590948,2016-05-25 14:31:34,11:02:28,30000.0
30b0a21b-93ab-46fb-b029-adf28e764ea8,2010-05-01,300.0,4dc1436c-88e4-45a4-92a8-c4b90cdf30ed,2016-07-08 18:53:57,11:01:05,
30b0a21b-93ab-46fb-b029-adf28e764ea8,2011-05-01,1000.0,813a90b4-5502-4263-9ee5-dacc5e296a30,2016-06-13 13:45:53,11:01:29,
30b0a21b-93ab-46fb-b029-adf28e764ea8,2012-03-01,1000.0,cbe12f2d-cbf7-414e-a151-7a92d1961d6c,2016-05-24 18:06:35,11:02:24,
30b0a21b-93ab-46fb-b029-adf28e764ea8,2013-05-01,1500.0,3571d30b-df80-471a-938b-83f7bd1d0c25,2016-07-15 08:39:11,11:00:53,
30b0a21b-93ab-46fb-b029-adf28e764ea8,2014-03-01,500.0,c7915f73-ddcc-4321-a0a8-beb170b75114,2016-07-01 12:50:43,11:02:19,
30b0a21b-93ab-46fb-b029-adf28e764ea8,2015-01-01,10.0,8acea184-fd78-4325-8764-5ed85f550118,2016-06-02 11:29:35,11:01:35,
30b0a21b-93ab-46fb-b029-adf28e764ea8,2015-03-01,1000.0,a965a09f-2920-4ff6-aa7a-40075ecde0c3,2016-07-29 10:38:07,11:01:48,
30b0a21b-93ab-46fb-b029-adf28e764ea8,2016-01-01,2000.0,aff17f10-e9da-449c-a661-fdb2d3029b28,2016-07-14 05:18:58,11:01:50,
30b0a21b-93ab-46fb-b029-adf28e764ea8,2016-02-01,1500.0,dcf3e5ce-c9e8-431e-8014-a36c51b75b67,2016-06-14 17:02:38,11:02:42,
30b0a21b-93ab-46fb-b029-adf28e764ea8,2016-03-01,5000.0,ecb7a881-a176-4edb-899f-f4b65cdcab3b,2016-07-27 13:12:33,11:02:52,
30b0a21b-93ab-46fb-b029-adf28e764ea8,2016-04-01,3000.0,67448d3b-cf0a-4fc2-bd05-19c05e96ceee,2016-05-26 08:09:08,11:01:17,
30d39e87-2c86-46d0-a9ac-c18e86ffc687,2012-01-01,13.0,2eced606-fe98-4806-bc14-80a92a7d56bb,2016-08-19 10:30:32,11:00:46,
319f7dc6-8952-4940-b290-b163dd75ddcf,2016-06-01,1.0,ed483c2b-dac3-4d29-8d1d-1b2150ddb613,2016-06-03 15:07:36,11:02:54,
31cec7fa-5e6f-4e65-bddb-3215494b48dc,2003-03-01,3.0,1a2952f3-56ca-430b-b574-5b092006a8cb,2016-06-13 09:26:03,11:00:36,97000.0
31cec7fa-5e6f-4e65-bddb-3215494b48dc,2004-03-01,2.0,1a2952f3-56ca-430b-b574-5b092006a8cb,2016-06-13 09:26:03,11:00:36,
31cec7fa-5e6f-4e65-bddb-3215494b48dc,2005-03-01,2.0,1a2952f3-56ca-430b-b574-5b092006a8cb,2016-06-13 09:26:03,11:00:36,
31cec7fa-5e6f-4e65-bddb-3215494b48dc,2006-03-01,6.0,1a2952f3-56ca-430b-b574-5b092006a8cb,2016-06-13 09:26:03,11:00:36,
31cec7fa-5e6f-4e65-bddb-3215494b48dc,2007-03-01,20.0,1a2952f3-56ca-430b-b574-5b092006a8cb,2016-06-13 09:26:03,11:00:36,
31cec7fa-5e6f-4e65-bddb-3215494b48dc,2008-03-01,34.0,1a2952f3-56ca-430b-b574-5b092006a8cb,2016-06-13 09:26:03,11:00:36,
31cec7fa-5e6f-4e65-bddb-3215494b48dc,2009-03-01,40.0,1a2952f3-56ca-430b-b574-5b092006a8cb,2016-06-13 09:26:03,11:00:36,
31cec7fa-5e6f-4e65-bddb-3215494b48dc,2010-03-01,45.0,1a2952f3-56ca-430b-b574-5b092006a8cb,2016-06-13 09:26:03,11:00:36,
31cec7fa-5e6f-4e65-bddb-3215494b48dc,2011-03-01,52.0,1a2952f3-56ca-430b-b574-5b092006a8cb,2016-06-13 09:26:03,11:00:36,
31cec7fa-5e6f-4e65-bddb-3215494b48dc,2011-11-01,,1a2952f3-56ca-430b-b574-5b092006a8cb,2016-06-13 09:26:03,11:00:36,2000000.0
31cec7fa-5e6f-4e65-bddb-3215494b48dc,2012-03-01,92.0,1a2952f3-56ca-430b-b574-5b092006a8cb,2016-06-13 09:26:03,11:00:36,1000000.0
31cec7fa-5e6f-4e65-bddb-3215494b48dc,2013-03-01,114.0,1a2952f3-56ca-430b-b574-5b092006a8cb,2016-06-13 09:26:03,11:00:36,
31cec7fa-5e6f-4e65-bddb-3215494b48dc,2014-03-01,119.0,1a2952f3-56ca-430b-b574-5b092006a8cb,2016-06-13 09:26:03,11:00:36,
31cec7fa-5e6f-4e65-bddb-3215494b48dc,2015-03-01,60.0,1a2952f3-56ca-430b-b574-5b092006a8cb,2016-06-13 09:26:03,11:00:36,
31cec7fa-5e6f-4e65-bddb-3215494b48dc,2015-09-01,,1a2952f3-56ca-430b-b574-5b092006a8cb,2016-06-13 09:26:03,11:00:36,6500000.0
31fcbd8f-0bf0-4b18-94e8-c04c3642d0eb,2016-07-01,30.0,31aa72b2-1de5-4e48-a6a8-2f4d9427ef5b,2016-08-25 14:05:01,11:00:49,
32455dee-e370-45a0-b089-363a119cd58f,2015-09-01,400.0,0a1a2285-898f-45e0-a1fd-f3544002ccd3,2016-06-22 17:50:04,11:00:26,
33410123-baa4-4bf9-9aed-e71f3809ef26,2012-12-01,4.0,14a26054-eee2-4ec8-8b4f-7463861be812,2016-09-02 12:18:46,11:00:33,900.0
3350630d-7d60-4652-9964-1f1d5555196a,2015-11-01,500.0,f1eedc34-f81e-4052-82ba-ed82cab0b76d,2016-08-04 13:11:00,11:02:55,
33f2ac95-9ba8-48b9-906f-bea777557996,2016-01-01,500.0,3e264f59-f5a0-4adb-8fea-e03ff2ca0091,2016-06-01 10:55:47,11:00:58,
33f2ac95-9ba8-48b9-906f-bea777557996,2016-05-01,50.0,0fea6e41-5a77-4c60-b217-caca963551f7,2016-07-25 11:23:59,11:00:30,
342cb954-af64-40e9-a0c0-8cb447a96c9b,2006-12-01,3.0,813a90b4-5502-4263-9ee5-dacc5e296a30,2016-06-13 13:45:53,11:01:29,
342cb954-af64-40e9-a0c0-8cb447a96c9b,2007-12-01,10.0,813a90b4-5502-4263-9ee5-dacc5e296a30,2016-06-13 13:45:53,11:01:29,
342cb954-af64-40e9-a0c0-8cb447a96c9b,2008-12-01,12.0,813a90b4-5502-4263-9ee5-dacc5e296a30,2016-06-13 13:45:53,11:01:29,
342cb954-af64-40e9-a0c0-8cb447a96c9b,2009-12-01,15.0,813a90b4-5502-4263-9ee5-dacc5e296a30,2016-06-13 13:45:53,11:01:29,
342cb954-af64-40e9-a0c0-8cb447a96c9b,2010-12-01,17.0,813a90b4-5502-4263-9ee5-dacc5e296a30,2016-06-13 13:45:53,11:01:29,
342cb954-af64-40e9-a0c0-8cb447a96c9b,2011-12-01,17.0,813a90b4-5502-4263-9ee5-dacc5e296a30,2016-06-13 13:45:53,11:01:29,
342cb954-af64-40e9-a0c0-8cb447a96c9b,2012-12-01,25.0,813a90b4-5502-4263-9ee5-dacc5e296a30,2016-06-13 13:45:53,11:01:29,
342cb954-af64-40e9-a0c0-8cb447a96c9b,2013-12-01,18.0,813a90b4-5502-4263-9ee5-dacc5e296a30,2016-06-13 13:45:53,11:01:29,
342cb954-af64-40e9-a0c0-8cb447a96c9b,2014-12-01,35.0,813a90b4-5502-4263-9ee5-dacc5e296a30,2016-06-13 13:45:53,11:01:29,
342cb954-af64-40e9-a0c0-8cb447a96c9b,2015-12-01,25.0,813a90b4-5502-4263-9ee5-dacc5e296a30,2016-06-13 13:45:53,11:01:29,
346e1fba-c093-49f4-a945-9c46e327d9ab,2014-11-01,,2e19730f-965a-45c0-ba95-139e633cfb5f,2016-08-15 08:43:08,11:00:44,1500.0
354f2b1e-2fa6-49e6-923a-8fbf747aaf19,2012-01-01,100.0,818b86b4-6041-4e9e-921f-836c4303f39e,2016-08-19 11:04:00,11:01:29,
35862dd6-2822-49f9-8720-cac4c8699825,2015-12-01,0.0,cb25052b-5ab3-4fe9-bb45-5d965ffa6905,2016-07-27 07:47:05,11:02:23,
35876fe4-2f1e-4991-88cf-fd6cd36a71f0,2015-12-01,50.0,d65b721d-1452-4cc6-821e-81ef1f9d4ebe,2016-08-12 13:38:22,11:02:38,
35e892d6-6bf1-4334-aa94-b80caf74d520,2013-12-01,1.0,b83d19de-c412-4b2d-b515-68aa538d0d76,2016-07-26 08:07:29,11:01:56,
35e892d6-6bf1-4334-aa94-b80caf74d520,2014-12-01,2.0,b83d19de-c412-4b2d-b515-68aa538d0d76,2016-07-26 08:07:29,11:01:56,
35e892d6-6bf1-4334-aa94-b80caf74d520,2015-12-01,2.0,b83d19de-c412-4b2d-b515-68aa538d0d76,2016-07-26 08:07:29,11:01:56,
3644b369-30da-4afb-82a5-0aa34f28dc5b,2016-07-01,500.0,c4effffa-9e9e-41f9-8e76-5ce638a54912,2016-08-12 09:17:18,11:02:14,
36526189-4f2d-4b8b-9248-eb31ec8a4677,2016-07-01,3000.0,e2481e99-ac3c-4d89-a9cb-ce158aba528b,2016-08-11 09:28:33,11:02:46,
3752e5a7-5546-47b8-981e-b4d7356885b8,2016-01-01,100.0,14a26054-eee2-4ec8-8b4f-7463861be812,2016-09-02 12:18:46,11:00:33,
38237239-4aec-4677-a544-39744f84cf3c,2015-05-01,,74a455af-550e-440d-a20d-07d888bf74cf,2016-09-07 07:25:35,11:01:24,125000.0
38237239-4aec-4677-a544-39744f84cf3c,2016-08-01,20.0,74a455af-550e-440d-a20d-07d888bf74cf,2016-09-07 07:25:35,11:01:24,
38328924-65ca-4e74-ba22-b28f427c7fb7,2013-12-01,1.0,3c8c63a7-c1bd-4621-84b3-22beee312482,2016-07-25 20:24:29,11:00:58,
38328924-65ca-4e74-ba22-b28f427c7fb7,2014-12-01,2.0,3c8c63a7-c1bd-4621-84b3-22beee312482,2016-07-25 20:24:29,11:00:58,
38328924-65ca-4e74-ba22-b28f427c7fb7,2015-12-01,3.0,3c8c63a7-c1bd-4621-84b3-22beee312482,2016-07-25 20:24:29,11:00:58,
38726fad-804b-487e-9b43-978c7defb315,2012-08-01,120.0,c67a82ee-13f2-4793-8c3f-375f7a24da7d,2016-09-01 06:39:22,11:02:18,
39df8449-836a-43d0-9baf-a364ae645d45,2012-12-01,0.0,ce4667ed-2a2d-498c-ab4e-1a811d590948,2016-05-25 14:31:34,11:02:28,
39df8449-836a-43d0-9baf-a364ae645d45,2013-11-01,,ce4667ed-2a2d-498c-ab4e-1a811d590948,2016-05-25 14:31:34,11:02:28,7500.0
39df8449-836a-43d0-9baf-a364ae645d45,2013-12-01,0.0,ce4667ed-2a2d-498c-ab4e-1a811d590948,2016-05-25 14:31:34,11:02:28,
39df8449-836a-43d0-9baf-a364ae645d45,2014-10-01,,ce4667ed-2a2d-498c-ab4e-1a811d590948,2016-05-25 14:31:34,11:02:28,14000.0
39df8449-836a-43d0-9baf-a364ae645d45,2014-12-01,0.0,ce4667ed-2a2d-498c-ab4e-1a811d590948,2016-05-25 14:31:34,11:02:28,
39df8449-836a-43d0-9baf-a364ae645d45,2015-10-01,,ce4667ed-2a2d-498c-ab4e-1a811d590948,2016-05-25 14:31:34,11:02:28,18500.0
39df8449-836a-43d0-9baf-a364ae645d45,2015-11-01,,c5780b52-06d5-4337-9603-23b0b150a281,2016-05-24 18:06:35,11:02:16,1500.0
39df8449-836a-43d0-9baf-a364ae645d45,2015-12-01,0.0,ce4667ed-2a2d-498c-ab4e-1a811d590948,2016-05-25 14:31:34,11:02:28,
39df8449-836a-43d0-9baf-a364ae645d45,2016-02-01,,c5780b52-06d5-4337-9603-23b0b150a281,2016-05-24 18:06:35,11:02:16,1500.0
3a12c79c-16ed-4e39-8a87-19eeec52b9b2,2015-12-01,6.0,0b4790d1-4d7a-4493-a8a1-b293e512a57d,2016-05-24 18:06:35,11:00:27,
3aa7b4e5-250f-42ce-8a86-e1ca57a1c305,2011-06-01,50.0,c2bc0a26-249f-473b-bef0-e2f533c343e9,2016-08-26 06:57:53,11:02:05,
3b18169b-14f0-45aa-9dcf-64258fa40750,2014-12-01,3.0,4dc1436c-88e4-45a4-92a8-c4b90cdf30ed,2016-07-08 18:53:57,11:01:05,
3b18169b-14f0-45aa-9dcf-64258fa40750,2015-12-01,3.0,4dc1436c-88e4-45a4-92a8-c4b90cdf30ed,2016-07-08 18:53:57,11:01:05,
3b6762fd-3e28-44d9-80bb-257e00e5fa7c,2015-12-01,2.0,f1eedc34-f81e-4052-82ba-ed82cab0b76d,2016-07-27 17:24:54,11:02:55,
3c034de3-750c-4838-bc6b-d8828e7a7871,2016-08-01,1500.0,50c42889-40cf-4137-bd6f-bf30aeb3be80,2016-08-26 13:16:18,11:01:06,
3c03db0b-38c4-4aa9-adf1-27e1e7e7df16,2009-12-01,25.0,c7915f73-ddcc-4321-a0a8-beb170b75114,2016-06-13 12:47:35,11:02:19,
3c03db0b-38c4-4aa9-adf1-27e1e7e7df16,2010-12-01,60.0,c7915f73-ddcc-4321-a0a8-beb170b75114,2016-06-13 12:47:35,11:02:19,
3c03db0b-38c4-4aa9-adf1-27e1e7e7df16,2011-06-01,,c7915f73-ddcc-4321-a0a8-beb170b75114,2016-06-13 12:47:35,11:02:19,1000000.0
3c03db0b-38c4-4aa9-adf1-27e1e7e7df16,2011-12-01,80.0,c7915f73-ddcc-4321-a0a8-beb170b75114,2016-06-13 12:47:35,11:02:19,
3c03db0b-38c4-4aa9-adf1-27e1e7e7df16,2012-06-01,,c7915f73-ddcc-4321-a0a8-beb170b75114,2016-06-13 12:47:35,11:02:19,1000000.0
3c03db0b-38c4-4aa9-adf1-27e1e7e7df16,2012-12-01,100.0,c7915f73-ddcc-4321-a0a8-beb170b75114,2016-06-13 12:47:35,11:02:19,
3c03db0b-38c4-4aa9-adf1-27e1e7e7df16,2013-04-01,,c7915f73-ddcc-4321-a0a8-beb170b75114,2016-06-13 12:47:35,11:02:19,4000000.0
3c03db0b-38c4-4aa9-adf1-27e1e7e7df16,2013-12-01,120.0,c7915f73-ddcc-4321-a0a8-beb170b75114,2016-06-13 12:47:35,11:02:19,
3c03db0b-38c4-4aa9-adf1-27e1e7e7df16,2014-12-01,140.0,c7915f73-ddcc-4321-a0a8-beb170b75114,2016-06-13 12:47:35,11:02:19,
3c03db0b-38c4-4aa9-adf1-27e1e7e7df16,2015-12-01,150.0,c7915f73-ddcc-4321-a0a8-beb170b75114,2016-06-13 12:47:35,11:02:19,
3ca4bfe9-9d05-4e0a-a395-fc241bdaeb3e,2016-04-01,4.0,d0bb4f77-c14a-4536-9ba3-f9fa3e40a236,2016-08-22 12:50:49,11:02:34,
3cc81222-7278-4975-b333-56fd5df9a738,2009-12-01,3.0,aff17f10-e9da-449c-a661-fdb2d3029b28,2016-07-14 05:18:58,11:01:50,
3cc81222-7278-4975-b333-56fd5df9a738,2010-12-01,5.0,aff17f10-e9da-449c-a661-fdb2d3029b28,2016-07-14 05:18:58,11:01:50,
3cc81222-7278-4975-b333-56fd5df9a738,2011-12-01,8.0,aff17f10-e9da-449c-a661-fdb2d3029b28,2016-07-14 05:18:58,11:01:50,
3cc81222-7278-4975-b333-56fd5df9a738,2012-12-01,14.0,aff17f10-e9da-449c-a661-fdb2d3029b28,2016-07-14 05:18:58,11:01:50,
3cc81222-7278-4975-b333-56fd5df9a738,2013-12-01,16.0,aff17f10-e9da-449c-a661-fdb2d3029b28,2016-07-14 05:18:58,11:01:50,
3cc81222-7278-4975-b333-56fd5df9a738,2014-12-01,21.0,aff17f10-e9da-449c-a661-fdb2d3029b28,2016-07-14 05:18:58,11:01:50,
3cc81222-7278-4975-b333-56fd5df9a738,2015-12-01,15.0,aff17f10-e9da-449c-a661-fdb2d3029b28,2016-07-14 05:18:58,11:01:50,
3cdacf96-2a87-44ee-a504-e11e959547d0,2013-10-01,5000.0,6db7bad5-faef-4e9f-8275-054e31a5471f,2016-08-26 14:34:53,11:01:21,
3cdacf96-2a87-44ee-a504-e11e959547d0,2015-11-01,200.0,7d3814bd-3402-4435-b247-cc8dc0543c5d,2016-08-02 14:35:18,11:01:27,
3cf2f433-b126-44da-afc6-e92d8e927804,2016-04-01,,2c3fbdda-2e1e-4c66-8164-7926efd9903f,2016-08-10 14:43:04,11:00:44,7500.0
3d7a06af-fc5b-4358-800d-df15f0d36dff,2011-12-01,2.0,5f689f48-df76-41af-976c-d00cbda2a9bb,2016-06-16 14:54:57,11:01:14,
3d7a06af-fc5b-4358-800d-df15f0d36dff,2012-01-01,,5f689f48-df76-41af-976c-d00cbda2a9bb,2016-06-16 14:54:57,11:01:14,100000.0
3d7a06af-fc5b-4358-800d-df15f0d36dff,2012-12-01,3.0,5f689f48-df76-41af-976c-d00cbda2a9bb,2016-06-16 14:54:57,11:01:14,
3d7a06af-fc5b-4358-800d-df15f0d36dff,2013-12-01,3.0,5f689f48-df76-41af-976c-d00cbda2a9bb,2016-06-16 14:54:57,11:01:14,
3d7a06af-fc5b-4358-800d-df15f0d36dff,2014-01-01,,5f689f48-df76-41af-976c-d00cbda2a9bb,2016-06-16 14:54:57,11:01:14,150000.0
3d7a06af-fc5b-4358-800d-df15f0d36dff,2014-12-01,4.0,5f689f48-df76-41af-976c-d00cbda2a9bb,2016-06-16 14:54:57,11:01:14,
3d7a06af-fc5b-4358-800d-df15f0d36dff,2015-12-01,7.0,5f689f48-df76-41af-976c-d00cbda2a9bb,2016-06-16 14:54:57,11:01:14,
3d7a06af-fc5b-4358-800d-df15f0d36dff,2016-03-01,,5f689f48-df76-41af-976c-d00cbda2a9bb,2016-06-16 14:54:57,11:01:14,400000.0
3e7e5abc-a6fc-430d-801b-b8eb86622c50,2014-02-01,1000.0,408d8ffe-7972-4f61-8f53-89abfadb3719,2016-07-26 08:48:39,11:00:59,
3e9d35e7-f467-4794-b71e-78b163b5d206,2015-04-01,3.0,a965a09f-2920-4ff6-aa7a-40075ecde0c3,2016-07-29 10:38:07,11:01:48,30000.0
3e9d35e7-f467-4794-b71e-78b163b5d206,2015-12-01,2.0,a965a09f-2920-4ff6-aa7a-40075ecde0c3,2016-07-29 10:38:07,11:01:48,
3f413971-11e7-4870-aa22-084a062a1afa,2016-01-01,300.0,6b2c1275-40c5-498c-8e00-ddad436f0253,2016-07-01 12:50:43,11:01:19,
40030ae1-840a-4452-86d1-74527eee398a,1995-01-01,,fa1271aa-e8e9-4bf1-9c7a-f0692ea837f7,2016-05-31 12:03:48,11:03:01,
40030ae1-840a-4452-86d1-74527eee398a,1995-12-01,3.0,fa1271aa-e8e9-4bf1-9c7a-f0692ea837f7,2016-05-31 12:03:48,11:03:01,
40030ae1-840a-4452-86d1-74527eee398a,1996-12-01,10.0,fa1271aa-e8e9-4bf1-9c7a-f0692ea837f7,2016-05-31 12:03:48,11:03:01,
40030ae1-840a-4452-86d1-74527eee398a,1997-12-01,20.0,fa1271aa-e8e9-4bf1-9c7a-f0692ea837f7,2016-05-31 12:03:48,11:03:01,
40030ae1-840a-4452-86d1-74527eee398a,1998-12-01,30.0,fa1271aa-e8e9-4bf1-9c7a-f0692ea837f7,2016-05-31 12:03:48,11:03:01,
40030ae1-840a-4452-86d1-74527eee398a,1999-12-01,40.0,fa1271aa-e8e9-4bf1-9c7a-f0692ea837f7,2016-05-31 12:03:48,11:03:01,
40030ae1-840a-4452-86d1-74527eee398a,2000-12-01,50.0,fa1271aa-e8e9-4bf1-9c7a-f0692ea837f7,2016-05-31 12:03:48,11:03:01,
40030ae1-840a-4452-86d1-74527eee398a,2001-12-01,60.0,fa1271aa-e8e9-4bf1-9c7a-f0692ea837f7,2016-05-31 12:03:48,11:03:01,
40030ae1-840a-4452-86d1-74527eee398a,2002-12-01,70.0,fa1271aa-e8e9-4bf1-9c7a-f0692ea837f7,2016-05-31 12:03:48,11:03:01,
40030ae1-840a-4452-86d1-74527eee398a,2003-12-01,80.0,fa1271aa-e8e9-4bf1-9c7a-f0692ea837f7,2016-05-31 12:03:48,11:03:01,
40030ae1-840a-4452-86d1-74527eee398a,2004-12-01,90.0,fa1271aa-e8e9-4bf1-9c7a-f0692ea837f7,2016-05-31 12:03:48,11:03:01,
40030ae1-840a-4452-86d1-74527eee398a,2005-12-01,100.0,fa1271aa-e8e9-4bf1-9c7a-f0692ea837f7,2016-05-31 12:03:48,11:03:01,
40030ae1-840a-4452-86d1-74527eee398a,2006-12-01,120.0,fa1271aa-e8e9-4bf1-9c7a-f0692ea837f7,2016-05-31 12:03:48,11:03:01,
40030ae1-840a-4452-86d1-74527eee398a,2007-12-01,140.0,fa1271aa-e8e9-4bf1-9c7a-f0692ea837f7,2016-05-31 12:03:48,11:03:01,
40030ae1-840a-4452-86d1-74527eee398a,2008-12-01,160.0,fa1271aa-e8e9-4bf1-9c7a-f0692ea837f7,2016-05-31 12:03:48,11:03:01,
40030ae1-840a-4452-86d1-74527eee398a,2009-12-01,180.0,fa1271aa-e8e9-4bf1-9c7a-f0692ea837f7,2016-05-31 12:03:48,11:03:01,
40030ae1-840a-4452-86d1-74527eee398a,2010-12-01,200.0,fa1271aa-e8e9-4bf1-9c7a-f0692ea837f7,2016-05-31 12:03:48,11:03:01,
40030ae1-840a-4452-86d1-74527eee398a,2011-12-01,220.0,fa1271aa-e8e9-4bf1-9c7a-f0692ea837f7,2016-05-31 12:03:48,11:03:01,
40030ae1-840a-4452-86d1-74527eee398a,2012-12-01,240.0,fa1271aa-e8e9-4bf1-9c7a-f0692ea837f7,2016-05-31 12:03:48,11:03:01,
40030ae1-840a-4452-86d1-74527eee398a,2013-12-01,260.0,fa1271aa-e8e9-4bf1-9c7a-f0692ea837f7,2016-05-31 12:03:48,11:03:01,
40030ae1-840a-4452-86d1-74527eee398a,2014-12-01,280.0,fa1271aa-e8e9-4bf1-9c7a-f0692ea837f7,2016-05-31 12:03:48,11:03:01,
40030ae1-840a-4452-86d1-74527eee398a,2015-12-01,300.0,fa1271aa-e8e9-4bf1-9c7a-f0692ea837f7,2016-05-31 12:03:48,11:03:01,
40688871-acbb-4eaf-84cf-9d289cd7bba9,2014-12-01,4.0,dd80d069-537b-4cc9-bc8d-1c15ad27affb,2016-08-03 09:07:59,11:02:42,
40d5d58b-64cf-49bd-9752-a95de60b6567,2016-12-01,20.0,8fe78321-e6a9-4717-b591-9f50540dd7ab,2016-08-10 13:00:05,11:01:37,
41845600-2987-4d5a-97f1-57b0d05afa93,1999-12-01,1.0,cbd2da8f-04c9-40fb-8c29-8b7dd13bc664,2016-05-24 18:06:35,11:02:24,
41845600-2987-4d5a-97f1-57b0d05afa93,2000-12-01,2.0,cbd2da8f-04c9-40fb-8c29-8b7dd13bc664,2016-05-24 18:06:35,11:02:24,
41845600-2987-4d5a-97f1-57b0d05afa93,2001-12-01,3.0,cbd2da8f-04c9-40fb-8c29-8b7dd13bc664,2016-05-24 18:06:35,11:02:24,
41845600-2987-4d5a-97f1-57b0d05afa93,2002-12-01,4.0,cbd2da8f-04c9-40fb-8c29-8b7dd13bc664,2016-05-24 18:06:35,11:02:24,
41845600-2987-4d5a-97f1-57b0d05afa93,2003-12-01,5.0,cbd2da8f-04c9-40fb-8c29-8b7dd13bc664,2016-05-24 18:06:35,11:02:24,
41845600-2987-4d5a-97f1-57b0d05afa93,2004-12-01,6.0,cbd2da8f-04c9-40fb-8c29-8b7dd13bc664,2016-05-24 18:06:35,11:02:24,
41845600-2987-4d5a-97f1-57b0d05afa93,2005-12-01,7.0,cbd2da8f-04c9-40fb-8c29-8b7dd13bc664,2016-05-24 18:06:35,11:02:24,
41845600-2987-4d5a-97f1-57b0d05afa93,2006-12-01,8.0,cbd2da8f-04c9-40fb-8c29-8b7dd13bc664,2016-05-24 18:06:35,11:02:24,
41845600-2987-4d5a-97f1-57b0d05afa93,2007-12-01,9.0,cbd2da8f-04c9-40fb-8c29-8b7dd13bc664,2016-05-24 18:06:35,11:02:24,
41845600-2987-4d5a-97f1-57b0d05afa93,2008-12-01,10.0,cbd2da8f-04c9-40fb-8c29-8b7dd13bc664,2016-05-24 18:06:35,11:02:24,
41845600-2987-4d5a-97f1-57b0d05afa93,2009-12-01,11.0,cbd2da8f-04c9-40fb-8c29-8b7dd13bc664,2016-05-24 18:06:35,11:02:24,
41845600-2987-4d5a-97f1-57b0d05afa93,2010-12-01,12.0,cbd2da8f-04c9-40fb-8c29-8b7dd13bc664,2016-05-24 18:06:35,11:02:24,
41845600-2987-4d5a-97f1-57b0d05afa93,2011-12-01,13.0,cbd2da8f-04c9-40fb-8c29-8b7dd13bc664,2016-05-24 18:06:35,11:02:24,
41845600-2987-4d5a-97f1-57b0d05afa93,2012-12-01,14.0,cbd2da8f-04c9-40fb-8c29-8b7dd13bc664,2016-05-24 18:06:35,11:02:24,
41845600-2987-4d5a-97f1-57b0d05afa93,2013-12-01,15.0,cbd2da8f-04c9-40fb-8c29-8b7dd13bc664,2016-05-24 18:06:35,11:02:24,
41845600-2987-4d5a-97f1-57b0d05afa93,2014-12-01,16.0,cbd2da8f-04c9-40fb-8c29-8b7dd13bc664,2016-05-24 18:06:35,11:02:24,
41845600-2987-4d5a-97f1-57b0d05afa93,2015-12-01,16.0,cbd2da8f-04c9-40fb-8c29-8b7dd13bc664,2016-05-24 18:06:35,11:02:24,
41fe1ee3-347e-4bad-ad85-6cbc18ce6912,2012-05-01,200.0,5614c316-a92c-44ec-8a6c-8ca20b580bad,2016-08-26 07:28:17,11:01:08,
42192b50-4c05-4a7f-8f15-783b098daeb7,2011-06-01,350.0,f41f5e7c-646e-433e-8a99-c0615fa34d5b,2016-09-07 09:04:00,11:02:57,
421ec5dd-3430-4e95-b259-f2c81b5a0ccc,2015-05-01,700.0,19fc1658-f1bb-4a86-8e34-29a7c3a322db,2016-09-07 08:34:45,11:00:35,
42265ee1-7c74-4cb5-9b1d-308ee38a4f02,2016-12-01,2.0,3e264f59-f5a0-4adb-8fea-e03ff2ca0091,2016-06-01 10:55:47,11:00:58,
428532cd-8f6c-4254-b497-685bedc45e87,2013-12-01,6.0,cbe12f2d-cbf7-414e-a151-7a92d1961d6c,2016-05-24 18:06:35,11:02:24,
