nodeid,date,num_people,userid,last_updated,last_retrieved,funding_amount
21736092-1388-4758-b2c5-935a0a09284c,2016-02-01,160.0,5ecfdd4c-06f2-48a1-af19-c69f0e6702a1,2016-07-25 10:20:46,11:01:13,
21f5d123-c324-466f-bf4e-eef480cd93f6,2016-03-01,200.0,45d9c126-e436-404c-943e-fe382bd57c1f,2016-08-12 14:01:29,11:01:01,
2210746c-b3b3-4593-bbe3-ef4788979882,2009-12-01,2.0,b937fe83-256a-44a5-9c78-51c7dc73b32a,2016-06-20 11:48:33,11:01:57,
2210746c-b3b3-4593-bbe3-ef4788979882,2010-12-01,2.0,b937fe83-256a-44a5-9c78-51c7dc73b32a,2016-06-20 11:48:33,11:01:57,
2210746c-b3b3-4593-bbe3-ef4788979882,2011-12-01,2.0,b937fe83-256a-44a5-9c78-51c7dc73b32a,2016-06-20 11:48:33,11:01:57,
2210746c-b3b3-4593-bbe3-ef4788979882,2012-12-01,2.0,b937fe83-256a-44a5-9c78-51c7dc73b32a,2016-06-20 11:48:33,11:01:57,
2210746c-b3b3-4593-bbe3-ef4788979882,2013-12-01,3.0,b937fe83-256a-44a5-9c78-51c7dc73b32a,2016-06-20 11:48:33,11:01:57,
2210746c-b3b3-4593-bbe3-ef4788979882,2014-12-01,3.0,b937fe83-256a-44a5-9c78-51c7dc73b32a,2016-06-20 11:48:33,11:01:57,
2210746c-b3b3-4593-bbe3-ef4788979882,2015-09-01,,b937fe83-256a-44a5-9c78-51c7dc73b32a,2016-06-20 11:48:33,11:01:57,2000000.0
2210746c-b3b3-4593-bbe3-ef4788979882,2015-12-01,5.0,b937fe83-256a-44a5-9c78-51c7dc73b32a,2016-06-20 11:48:33,11:01:57,
225769b4-99f5-4de5-9650-aee41abb6184,2016-12-01,20.0,cbb18d41-da7b-471a-b5d0-6e901ab01343,2016-08-04 09:42:57,11:02:24,
2390c768-dff0-4e99-a8ff-a8392fc92745,2015-09-01,,0a1a2285-898f-45e0-a1fd-f3544002ccd3,2016-06-22 17:50:04,11:00:26,900000.0
2390c768-dff0-4e99-a8ff-a8392fc92745,2015-12-01,2.0,0a1a2285-898f-45e0-a1fd-f3544002ccd3,2016-06-22 17:50:04,11:00:26,
23f171bb-4a63-44a8-8b2c-717bceece9a7,2011-12-01,0.0,0d95c78f-85dd-49dd-a1ff-0f8efee5783a,2016-05-24 18:06:35,11:00:28,
23f171bb-4a63-44a8-8b2c-717bceece9a7,2012-12-01,2.0,0d95c78f-85dd-49dd-a1ff-0f8efee5783a,2016-05-24 18:06:35,11:00:28,
23f171bb-4a63-44a8-8b2c-717bceece9a7,2013-12-01,4.0,bc7a703a-3b5b-4346-afe0-ce30fdb0aeb3,2016-06-08 10:48:05,11:02:01,
23f171bb-4a63-44a8-8b2c-717bceece9a7,2014-02-01,,bc7a703a-3b5b-4346-afe0-ce30fdb0aeb3,2016-06-08 10:48:05,11:02:01,150000.0
23f171bb-4a63-44a8-8b2c-717bceece9a7,2014-12-01,5.0,bc7a703a-3b5b-4346-afe0-ce30fdb0aeb3,2016-06-08 10:48:05,11:02:01,
23f171bb-4a63-44a8-8b2c-717bceece9a7,2015-08-01,,bc7a703a-3b5b-4346-afe0-ce30fdb0aeb3,2016-06-08 10:48:05,11:02:01,2000000.0
23f171bb-4a63-44a8-8b2c-717bceece9a7,2015-12-01,7.0,bc7a703a-3b5b-4346-afe0-ce30fdb0aeb3,2016-06-08 10:48:05,11:02:01,
23f171bb-4a63-44a8-8b2c-717bceece9a7,2016-06-01,10.0,bc7a703a-3b5b-4346-afe0-ce30fdb0aeb3,2016-06-08 10:48:05,11:02:01,
2405d26e-31b3-411b-bc44-6254d7f6bcd4,2014-03-01,40.0,c5780b52-06d5-4337-9603-23b0b150a281,2016-05-24 18:06:35,11:02:16,
252bc216-ba35-4dc8-a321-70f007599455,2015-03-01,260.0,944886d6-3018-40a2-a114-e013ae1310d5,2016-08-22 09:32:41,11:01:40,
2650b246-cd86-4141-8ff3-d66e158a4461,2012-12-01,1.0,fb50b50f-717c-4b42-87c8-1c3e11412e5f,2016-08-10 14:09:14,11:03:02,
27bafa43-d1af-47b2-96ca-0b41c522bd89,2015-09-01,60.0,56552c78-e8a8-4cd9-8bf7-ad4f0afd3e68,2016-08-24 08:35:26,11:01:09,
28ceff77-30d2-4c95-9b41-a13da6039b30,2012-12-01,0.0,95844936-77b3-41de-99d6-93eafd799de4,2016-06-16 08:42:10,11:01:41,
28ceff77-30d2-4c95-9b41-a13da6039b30,2013-12-01,0.0,95844936-77b3-41de-99d6-93eafd799de4,2016-06-16 08:42:10,11:01:41,
28ceff77-30d2-4c95-9b41-a13da6039b30,2014-12-01,0.0,95844936-77b3-41de-99d6-93eafd799de4,2016-06-16 08:42:10,11:01:41,
28ceff77-30d2-4c95-9b41-a13da6039b30,2015-12-01,0.0,95844936-77b3-41de-99d6-93eafd799de4,2016-06-16 08:42:10,11:01:41,
28e1982a-ad3a-458f-9843-a785294ce50b,2007-02-01,2.0,32c73fcf-f803-4240-9691-5b0743e48e18,2016-09-01 13:40:49,11:00:49,
28e1982a-ad3a-458f-9843-a785294ce50b,2007-07-01,,32c73fcf-f803-4240-9691-5b0743e48e18,2016-09-01 13:40:49,11:00:49,3500.0
28e1982a-ad3a-458f-9843-a785294ce50b,2016-01-01,3.0,32c73fcf-f803-4240-9691-5b0743e48e18,2016-09-01 13:40:49,11:00:49,
28e44810-9d55-4bf6-a085-6f777a54a84d,2015-05-01,25.0,5aa00c8c-f5f3-4e9b-b139-da7977ddf9cc,2016-08-03 13:03:32,11:01:11,
29230053-667f-4e04-ab50-37033f5bf4e3,2015-12-01,7.0,d59e5e48-c710-46a0-b82b-e39a6f43c0d1,2016-06-24 10:48:22,11:02:38,
298bd8b6-59c4-4363-a138-5bc955d042c4,2013-02-01,150.0,40fac33e-b5bc-4feb-a7c3-8e0fb27f7388,2016-07-27 08:37:41,11:01:00,
299e1137-f0e7-4a0a-ac3c-968c2fa0d92d,2016-06-01,26.0,bc7a703a-3b5b-4346-afe0-ce30fdb0aeb3,2016-06-08 10:48:05,11:02:01,
2a71bc7c-b236-4d6b-83a8-396511b4b7b2,2016-01-01,3.0,39638c24-9ad0-48bf-a267-68069ee2b97a,2016-08-17 18:55:43,11:00:55,
2ab86385-31c7-4734-a87b-6c5eff9bb19b,2016-04-01,470.0,913d303f-7e26-4376-a9cc-d113c7fc1d9a,2016-08-31 18:30:35,11:01:39,
2ac92fc4-9902-4c4c-b848-298a27e65a74,2013-12-01,2.0,14a26054-eee2-4ec8-8b4f-7463861be812,2016-09-02 12:18:46,11:00:33,
2c115e59-7f5c-497b-84b0-e08712b4aac9,2014-12-01,3.0,9f3a679b-1cc6-4777-8d22-0bac96eb5f5e,2016-07-14 13:03:53,11:01:44,
2c115e59-7f5c-497b-84b0-e08712b4aac9,2015-12-01,3.0,9f3a679b-1cc6-4777-8d22-0bac96eb5f5e,2016-07-14 13:03:53,11:01:44,
2c55480d-edae-47c5-a1e4-09cf3d1c84c3,2015-11-01,18.0,fceded4b-1f5f-4c9f-b6f9-a7978e1be2f3,2016-08-16 13:50:29,11:03:03,
2c610671-db82-4fad-8064-52535c3813fc,2014-12-01,6.0,d06ca53d-8302-4841-9df5-38ed4fda597c,2016-05-24 18:06:35,11:02:33,
2c610671-db82-4fad-8064-52535c3813fc,2015-12-01,6.0,d06ca53d-8302-4841-9df5-38ed4fda597c,2016-05-24 18:06:35,11:02:33,
2d4e859e-dced-4a0c-b650-76ad3261fd06,2015-09-01,9000.0,4d9b5274-2669-4dd9-b1d8-dba96977a355,2016-08-26 09:32:42,11:01:04,
2d51da21-44a5-407a-be21-49268f84970f,2009-12-01,1.0,e18833af-b1fa-4eac-8faf-870851193bdc,2016-08-18 11:47:43,11:02:44,
2d51da21-44a5-407a-be21-49268f84970f,2016-12-01,1.0,e18833af-b1fa-4eac-8faf-870851193bdc,2016-08-18 11:47:43,11:02:44,
2e470afb-743f-4d56-8004-c978b8288a0f,1997-12-01,4.0,818b86b4-6041-4e9e-921f-836c4303f39e,2016-08-19 11:04:00,11:01:29,
2e470afb-743f-4d56-8004-c978b8288a0f,2016-01-01,4.0,818b86b4-6041-4e9e-921f-836c4303f39e,2016-08-19 11:04:00,11:01:29,
2e54fa63-ac6e-4ea6-92ca-5e60c2360616,2008-12-01,10.0,0e392ee9-d472-4f20-a379-731821a0b931,2016-05-24 18:06:35,11:00:29,
2e54fa63-ac6e-4ea6-92ca-5e60c2360616,2009-12-01,15.0,0e392ee9-d472-4f20-a379-731821a0b931,2016-05-24 18:06:35,11:00:29,
2e54fa63-ac6e-4ea6-92ca-5e60c2360616,2010-12-01,20.0,0e392ee9-d472-4f20-a379-731821a0b931,2016-05-24 18:06:35,11:00:29,
2e54fa63-ac6e-4ea6-92ca-5e60c2360616,2011-11-01,,0e392ee9-d472-4f20-a379-731821a0b931,2016-05-24 18:06:35,11:00:29,5000000.0
2e54fa63-ac6e-4ea6-92ca-5e60c2360616,2011-12-01,30.0,0e392ee9-d472-4f20-a379-731821a0b931,2016-05-24 18:06:35,11:00:29,
2e54fa63-ac6e-4ea6-92ca-5e60c2360616,2012-12-01,40.0,0e392ee9-d472-4f20-a379-731821a0b931,2016-05-24 18:06:35,11:00:29,
2e54fa63-ac6e-4ea6-92ca-5e60c2360616,2013-12-01,50.0,0e392ee9-d472-4f20-a379-731821a0b931,2016-05-24 18:06:35,11:00:29,
2e54fa63-ac6e-4ea6-92ca-5e60c2360616,2014-12-01,60.0,0e392ee9-d472-4f20-a379-731821a0b931,2016-05-24 18:06:35,11:00:29,
