"","to","from","label.x","major","last_updated.x","degree","date_end.x","host_role","date_start.x","num_connections","num_interactions","amount","founder_status","investment_type","job_level","job_function","X","userid","group","label.y","date_start.y","date_end.y","formatted","latitude","longitude","placeid","street_address","route","intersection","political","country","administrative_area_level_1","administrative_area_level_2","administrative_area_level_3","administrative_area_level_4","administrative_area_level_5","colloquial_area","locality","ward","sublocality","neighborhood","premise","subpremise","postal_code","natural_feature","airport","park","point_of_interest","floor","establishment","parking","post_box","postal_town","room","street_number","bus_station","train_station","transit_station","last_updated.y","last_retrieved"
"216","92d38356-2879-4a2f-be29-67b8e69a5b4c","31b2cb0f-6ac2-46a9-a134-5ba90c17b846","founded","","2016-05-31 11:54:45","","","","2015-09-01",NA,NA,NA,"subsequent","","","technical",495,"755348e2-9012-40f9-a4cc-37843c054d9f","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2016-02-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-31 10:02:06","2016-10-24"
"217","92d38356-2879-4a2f-be29-67b8e69a5b4c","079551f7-efe9-41e3-a7d8-df91f52a288b","founded","","2016-05-31 12:21:53","","","","",NA,NA,NA,"","","","technical",495,"755348e2-9012-40f9-a4cc-37843c054d9f","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2016-02-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-31 10:02:06","2016-10-24"
"218","92d38356-2879-4a2f-be29-67b8e69a5b4c","d70e76b5-acb9-480f-92ea-7aca178d9453","founded","","2016-05-31 12:21:53","","","","2015-11-01",NA,NA,NA,"subsequent","","","technical",495,"755348e2-9012-40f9-a4cc-37843c054d9f","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2016-02-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-31 10:02:06","2016-10-24"
"219","92d38356-2879-4a2f-be29-67b8e69a5b4c","f426c65e-dd96-4fa8-b93b-7ee92437c178","accelerated/incubated","","2016-05-31 10:02:06","","","","2015-09-01",NA,NA,30000,"","equity","","",495,"755348e2-9012-40f9-a4cc-37843c054d9f","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2016-02-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-31 10:02:06","2016-10-24"
"220","92d38356-2879-4a2f-be29-67b8e69a5b4c","6b0b6141-788d-46dc-8c06-67c7aa941abf","accelerated/incubated","","2016-05-31 10:03:32","","","","2016-03-01",NA,NA,0,"","equity","","",495,"755348e2-9012-40f9-a4cc-37843c054d9f","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2016-02-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-31 10:02:06","2016-10-24"
"221","92d38356-2879-4a2f-be29-67b8e69a5b4c","f2304df5-7411-4486-a7c1-0d8c9cab8122","accelerated/incubated","","2016-05-31 10:03:32","","","","2015-09-01",NA,NA,30000,"","equity","","",495,"755348e2-9012-40f9-a4cc-37843c054d9f","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2016-02-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-31 10:02:06","2016-10-24"
"222","92d38356-2879-4a2f-be29-67b8e69a5b4c","199224ed-1991-4b34-b898-3642d86fd39f","founded","","2016-05-31 10:03:32","","","","",NA,NA,NA,"","","","both",495,"755348e2-9012-40f9-a4cc-37843c054d9f","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2016-02-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-31 10:02:06","2016-10-24"
"223","9398eeea-401b-409c-a54b-39bb4b412168","bf796723-c96c-4e6f-b104-89fe3a33c027","mentored","","2016-07-13 18:07:15","","","","2014-01-01",NA,1,NA,"","","","",501,"773fa5d5-a347-48bb-a835-79c651aa3df7","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-13 18:07:15","2016-10-24"
"224","9486c3a7-16d0-434a-9def-c8147478a19c","2eeaa654-9043-4c5e-9a7c-4b9f30fb3058","worked at","","2016-06-13 12:00:09","","","","2011-03-01",NA,NA,NA,"","","c-level","technical",416,"5ee0bd9d-6557-4638-be26-110f7b0f4a7c","organization","BERYTECH TECHNOLOGICAL POLE BEIRUT LEBANON","2008-06-01","","Berytech Technological Pole, Beirut, Lebanon",33.8802719,35.5140457,"ChIJVZo_VAQXHxUR-DaI2gC__9M",NA,"",NA,NA,"Lebanon","Beirut","Beirut","",NA,NA,NA,"Beirut",NA,NA,"","Berytech Technological Pole",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-06-13 12:00:09","2016-10-24"
"225","9486c3a7-16d0-434a-9def-c8147478a19c","9e79d647-5282-450f-952b-930fd6f66ac0","worked at","","2016-06-13 12:00:09","","","","2009-05-01",NA,NA,NA,"","","c-level","business",416,"5ee0bd9d-6557-4638-be26-110f7b0f4a7c","organization","BERYTECH TECHNOLOGICAL POLE BEIRUT LEBANON","2008-06-01","","Berytech Technological Pole, Beirut, Lebanon",33.8802719,35.5140457,"ChIJVZo_VAQXHxUR-DaI2gC__9M",NA,"",NA,NA,"Lebanon","Beirut","Beirut","",NA,NA,NA,"Beirut",NA,NA,"","Berytech Technological Pole",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-06-13 12:00:09","2016-10-24"
"226","9486c3a7-16d0-434a-9def-c8147478a19c","16641d16-30c7-47db-b7a3-e13ba310859c","invested in","","2016-06-13 12:00:09","","","","2016-04-01",NA,NA,3500000,"","equity","","",416,"5ee0bd9d-6557-4638-be26-110f7b0f4a7c","organization","BERYTECH TECHNOLOGICAL POLE BEIRUT LEBANON","2008-06-01","","Berytech Technological Pole, Beirut, Lebanon",33.8802719,35.5140457,"ChIJVZo_VAQXHxUR-DaI2gC__9M",NA,"",NA,NA,"Lebanon","Beirut","Beirut","",NA,NA,NA,"Beirut",NA,NA,"","Berytech Technological Pole",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-06-13 12:00:09","2016-10-24"
"227","9486c3a7-16d0-434a-9def-c8147478a19c","e06f40a3-9aca-4529-bfae-fcf59f3cda09","worked at","","2016-06-13 12:00:09","","","","2006-05-01",NA,NA,NA,"","","c-level","technical",416,"5ee0bd9d-6557-4638-be26-110f7b0f4a7c","organization","BERYTECH TECHNOLOGICAL POLE BEIRUT LEBANON","2008-06-01","","Berytech Technological Pole, Beirut, Lebanon",33.8802719,35.5140457,"ChIJVZo_VAQXHxUR-DaI2gC__9M",NA,"",NA,NA,"Lebanon","Beirut","Beirut","",NA,NA,NA,"Beirut",NA,NA,"","Berytech Technological Pole",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-06-13 12:00:09","2016-10-24"
"228","9486c3a7-16d0-434a-9def-c8147478a19c","ba265a67-b5cc-491f-8052-d3417a82729a","worked at","","2016-06-13 12:00:09","","","","2010-11-01",NA,NA,NA,"","","c-level","technical",416,"5ee0bd9d-6557-4638-be26-110f7b0f4a7c","organization","BERYTECH TECHNOLOGICAL POLE BEIRUT LEBANON","2008-06-01","","Berytech Technological Pole, Beirut, Lebanon",33.8802719,35.5140457,"ChIJVZo_VAQXHxUR-DaI2gC__9M",NA,"",NA,NA,"Lebanon","Beirut","Beirut","",NA,NA,NA,"Beirut",NA,NA,"","Berytech Technological Pole",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-06-13 12:00:09","2016-10-24"
"229","a40696e0-bb8c-4e7d-b068-fb649e846f97","20a1342c-d281-40d8-99c1-81af80536d87","founded","","2016-07-27 07:54:09","","","","",NA,NA,NA,"","","","business",161,"2629e5a4-ffbb-4c04-8da2-46932180dc38","organization","BEIRUT LEBANON","2008-04-01","2012-09-01","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-27 07:54:09","2016-10-24"
"230","a496c801-d02a-48b3-8773-e13429106d80","7636dd70-9c5d-4463-bc44-245ba50bbbfe","founded","","2016-05-31 13:58:40","","","","",NA,NA,NA,"","","","business",750,"bac08cb7-c5c4-4f64-84f1-ac4423be4cd5","organization","BEIRUT LEBANON","2011-06-01","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh",NA,NA,NA,"Beirut",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-31 13:58:40","2016-10-24"
"231","a496c801-d02a-48b3-8773-e13429106d80","70423686-eb7f-4f35-b000-f976d12d63b8","founded","","2016-05-31 13:58:40","","","","",NA,NA,NA,"","","","technical",750,"bac08cb7-c5c4-4f64-84f1-ac4423be4cd5","organization","BEIRUT LEBANON","2011-06-01","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh",NA,NA,NA,"Beirut",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-31 13:58:40","2016-10-24"
"232","a8fb0c5b-8191-4e2c-be85-1bd4b1e597cb","6e13b07f-a03d-4ab7-ac34-9308b35717d1","mentored","","2016-05-30 13:48:46","","","","2015-07-01",NA,5,NA,"","","","",706,"b02f68f1-3dce-4590-ab01-a472ba6d6b14","person","BEIRUT","","","Beirut, Lebanon",33.8937913,35.5017767,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut Governorate","Beirut","Beirut",NA,NA,NA,"Beirut",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-30 13:48:46","2016-10-24"
"233","b2e31dc9-7108-48ce-8b1c-5e9e176564d5","9e314e4b-d218-49ac-8804-062898613ff7","founded","","2016-06-13 12:51:26","","","","",NA,NA,NA,"","","","both",603,"8e78bc3b-c8b8-4cf8-898e-234cedb9afd3","organization","BEIRUT, LEBANON","2011-01-01","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh",NA,NA,NA,"Beirut",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-06-13 12:51:26","2016-10-24"
"234","b2e31dc9-7108-48ce-8b1c-5e9e176564d5","bb45c6b8-de92-45a3-9cbf-252711f3f848","founded","","2016-06-13 12:51:26","","","","",NA,NA,NA,"","","","both",603,"8e78bc3b-c8b8-4cf8-898e-234cedb9afd3","organization","BEIRUT, LEBANON","2011-01-01","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh",NA,NA,NA,"Beirut",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-06-13 12:51:26","2016-10-24"
"235","b3cb7377-32c1-4d3a-8c4e-4c24000b7b9b","9d9e7408-306a-4c8f-9af5-6404a072ac14","invested in","","2016-07-08 18:53:57","","","","2012-07-01",NA,NA,150000,"","equity","","",345,"4dc1436c-88e4-45a4-92a8-c4b90cdf30ed","organization","KASLIK MOUNT LEBANON LEBANON","2008-04-01","","Kaslik, Lebanon",33.9831085,35.6180573,"ChIJDZJ6Xo5AHxURPndbMx3Yclo",NA,"",NA,NA,"Lebanon","Mount Lebanon","Kesrouane","",NA,NA,NA,"Kaslik",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-08 18:53:57","2016-10-24"
"236","b3cb7377-32c1-4d3a-8c4e-4c24000b7b9b","ecc7a0c6-6105-4c2f-b05a-527e0335cce5","invested in","","2016-07-08 18:53:57","","","","2012-07-01",NA,NA,150000,"","equity","","",345,"4dc1436c-88e4-45a4-92a8-c4b90cdf30ed","organization","KASLIK MOUNT LEBANON LEBANON","2008-04-01","","Kaslik, Lebanon",33.9831085,35.6180573,"ChIJDZJ6Xo5AHxURPndbMx3Yclo",NA,"",NA,NA,"Lebanon","Mount Lebanon","Kesrouane","",NA,NA,NA,"Kaslik",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-08 18:53:57","2016-10-24"
"237","b3cb7377-32c1-4d3a-8c4e-4c24000b7b9b","057866f3-f021-4302-8496-0a800db5fa79","founded","","2016-07-08 18:53:57","","","","",NA,NA,NA,"","","","both",345,"4dc1436c-88e4-45a4-92a8-c4b90cdf30ed","organization","KASLIK MOUNT LEBANON LEBANON","2008-04-01","","Kaslik, Lebanon",33.9831085,35.6180573,"ChIJDZJ6Xo5AHxURPndbMx3Yclo",NA,"",NA,NA,"Lebanon","Mount Lebanon","Kesrouane","",NA,NA,NA,"Kaslik",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-08 18:53:57","2016-10-24"
"238","b3cb7377-32c1-4d3a-8c4e-4c24000b7b9b","e32d43d8-1e85-4770-8bd3-bf931c98d231","founded","","2016-07-08 18:53:57","","","","",NA,NA,NA,"","","","both",345,"4dc1436c-88e4-45a4-92a8-c4b90cdf30ed","organization","KASLIK MOUNT LEBANON LEBANON","2008-04-01","","Kaslik, Lebanon",33.9831085,35.6180573,"ChIJDZJ6Xo5AHxURPndbMx3Yclo",NA,"",NA,NA,"Lebanon","Mount Lebanon","Kesrouane","",NA,NA,NA,"Kaslik",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-08 18:53:57","2016-10-24"
"239","b77de6f4-cd8a-4cf5-9d9b-8670ce712355","a83d1356-7ff3-4922-a75b-870de37fb00b","founded","","2016-07-08 13:03:41","","","","",NA,NA,NA,"","","","technical",656,"a04ebd0a-36cd-408c-80b7-be9742b73c58","organization","BEIRUT LEBANON","2008-09-01","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-08 13:03:41","2016-10-24"
"240","bbb22266-0e27-4457-8565-87c7d862f0a0","6e21f226-06f9-4510-bc8a-a8373c55708d","mentored","","2016-07-25 09:14:30","","2016-07-01","","2014-03-01",NA,2,NA,"","","","",625,"94bb597b-fb77-4394-83cf-d75aa92ad235","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-25 09:14:30","2016-10-24"
"241","bbb22266-0e27-4457-8565-87c7d862f0a0","c785898f-afa3-42e6-a8c7-bedd585bf960","mentored","","2016-07-25 09:14:30","","2016-07-01","","2014-06-01",NA,2,NA,"","","","",625,"94bb597b-fb77-4394-83cf-d75aa92ad235","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-25 09:14:30","2016-10-24"
"242","be39ff10-876d-4cdd-8c43-e0a2b77cab0e","e8735fb3-3bbe-4434-baae-58b2eb3960e0","mentored","","2016-07-13 15:07:46","","2011-04-01","","2010-04-01",NA,1,NA,"","","","",165,"2745db0e-9490-4581-b6b3-094a346762b0","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-13 15:07:46","2016-10-24"
"243","c18fc961-9eba-4dc0-927a-d55fc39f68bc","a410d33c-7311-4ef3-a39a-df09524f1d66","mentored","","2016-07-14 07:51:00","","2016-03-01","","2014-05-01",NA,4,NA,"","","","",236,"330cd436-1a1b-48b4-8cc4-716ab56c0cde","person","BEIRUT","","","Beirut, Lebanon",33.8937913,35.5017767,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut Governorate","Beirut","Beirut",NA,NA,NA,"Beirut",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-14 07:51:00","2016-10-24"
"244","c18fc961-9eba-4dc0-927a-d55fc39f68bc","793af552-4bcc-45c2-8430-35167ffae35e","mentored","","2016-07-14 07:51:00","","2014-04-01","","2007-03-01",NA,3,NA,"","","","",236,"330cd436-1a1b-48b4-8cc4-716ab56c0cde","person","BEIRUT","","","Beirut, Lebanon",33.8937913,35.5017767,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut Governorate","Beirut","Beirut",NA,NA,NA,"Beirut",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-14 07:51:00","2016-10-24"
"245","c4bbfc00-6048-4a85-8f4f-99be17d73355","b2ff7605-87e4-4e47-9166-7d42f926e100","founded","","2016-05-24 18:06:35","","","","",NA,NA,NA,"","","","both",431,"6153f75d-414a-4d47-b233-c03de57dbcb9","organization","BEIRUT LEBANON","2012-01-01","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh",NA,NA,NA,"Beirut",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"246","d309db18-2650-479a-a2ae-2b5e81c6e2d0","d50f14c3-b8de-418b-8404-44ba6983c3c4","mentored","","2016-05-24 18:06:35","","2014-06-01","","2014-03-01",NA,2,NA,"","","","",667,"a356bd62-d95b-4102-a0ec-69d5af5b7bfc","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh",NA,NA,NA,"Beirut",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"247","d7b593fc-9d9f-4a60-950d-bef35c470a43","7d9e9dcc-a61f-49f2-93ce-d0571921acaa","accelerated/incubated","","2016-07-30 06:26:57","","","","2016-06-01",NA,NA,0,"","other","","",807,"c324270b-4ada-4f43-963d-7ba729e97ea5","organization","BERYTECH BDD","2015-09-01","2015-09-01","East Suburbs, Beirut 11-7503, Lebanon",33.8649762,35.5622216,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon Governorate","Matn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-30 06:26:57","2016-10-24"
"248","d7b593fc-9d9f-4a60-950d-bef35c470a43","11f9f207-cc08-4a63-a953-7792b8e43b02","worked at","","2016-07-30 06:26:57","","","","2016-06-01",NA,NA,NA,"","","c-level","technical",807,"c324270b-4ada-4f43-963d-7ba729e97ea5","organization","BERYTECH BDD","2015-09-01","2015-09-01","East Suburbs, Beirut 11-7503, Lebanon",33.8649762,35.5622216,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon Governorate","Matn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-30 06:26:57","2016-10-24"
"249","d7b593fc-9d9f-4a60-950d-bef35c470a43","dcf8bbc9-4567-4588-94ee-44c00724f5e8","worked at","","2016-07-30 06:26:57","","","","2016-06-01",NA,NA,NA,"","","analyst","technical",807,"c324270b-4ada-4f43-963d-7ba729e97ea5","organization","BERYTECH BDD","2015-09-01","2015-09-01","East Suburbs, Beirut 11-7503, Lebanon",33.8649762,35.5622216,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon Governorate","Matn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-30 06:26:57","2016-10-24"
"250","d7b593fc-9d9f-4a60-950d-bef35c470a43","0e7b7632-f574-42ae-944a-d1ae7985b76c","invested in","","2016-07-30 06:26:57","","","","2014-09-01",NA,NA,50000,"","equity","","",807,"c324270b-4ada-4f43-963d-7ba729e97ea5","organization","BERYTECH BDD","2015-09-01","2015-09-01","East Suburbs, Beirut 11-7503, Lebanon",33.8649762,35.5622216,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon Governorate","Matn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-30 06:26:57","2016-10-24"
"251","d7b593fc-9d9f-4a60-950d-bef35c470a43","fd702893-9349-45ee-b44b-4c077484346e","founded","","2016-07-30 06:26:57","","","","",NA,NA,NA,"","","","business",807,"c324270b-4ada-4f43-963d-7ba729e97ea5","organization","BERYTECH BDD","2015-09-01","2015-09-01","East Suburbs, Beirut 11-7503, Lebanon",33.8649762,35.5622216,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon Governorate","Matn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-30 06:26:57","2016-10-24"
"252","d7b593fc-9d9f-4a60-950d-bef35c470a43","10fff721-0093-4c47-b5e7-c37074f68977","worked at","","2016-07-30 06:26:57","","","","2015-08-01",NA,NA,NA,"","","analyst","other",807,"c324270b-4ada-4f43-963d-7ba729e97ea5","organization","BERYTECH BDD","2015-09-01","2015-09-01","East Suburbs, Beirut 11-7503, Lebanon",33.8649762,35.5622216,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon Governorate","Matn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-30 06:26:57","2016-10-24"
"253","d7b593fc-9d9f-4a60-950d-bef35c470a43","a4cf54c3-f943-49d6-a0ad-78b9ce30cdc4","founded","","2016-07-30 06:26:57","","","","",NA,NA,NA,"","","","business",807,"c324270b-4ada-4f43-963d-7ba729e97ea5","organization","BERYTECH BDD","2015-09-01","2015-09-01","East Suburbs, Beirut 11-7503, Lebanon",33.8649762,35.5622216,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon Governorate","Matn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-30 06:26:57","2016-10-24"
"254","d7b593fc-9d9f-4a60-950d-bef35c470a43","89246ed3-ebc0-4c2a-bdb0-0e0d69f85867","worked at","","2016-07-30 06:26:57","","","","2016-01-01",NA,NA,NA,"","","analyst","other",807,"c324270b-4ada-4f43-963d-7ba729e97ea5","organization","BERYTECH BDD","2015-09-01","2015-09-01","East Suburbs, Beirut 11-7503, Lebanon",33.8649762,35.5622216,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon Governorate","Matn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-30 06:26:57","2016-10-24"
