"","to","from","label.x","major","last_updated.x","degree","date_end.x","host_role","date_start.x","num_connections","num_interactions","amount","founder_status","investment_type","job_level","job_function","X","userid","group","label.y","date_start.y","date_end.y","formatted","latitude","longitude","placeid","street_address","route","intersection","political","country","administrative_area_level_1","administrative_area_level_2","administrative_area_level_3","administrative_area_level_4","administrative_area_level_5","colloquial_area","locality","ward","sublocality","neighborhood","premise","subpremise","postal_code","natural_feature","airport","park","point_of_interest","floor","establishment","parking","post_box","postal_town","room","street_number","bus_station","train_station","transit_station","last_updated.y","last_retrieved"
"179","79bbdc39-adf8-4388-bddc-e6d0e726d5bf","ffbeca8d-2804-43b9-958f-615a23e02d86","founded","","2016-05-24 18:06:35","","","","",NA,NA,NA,"","","","technical",838,"c53759b3-29f7-49a5-868f-4aae22af4cbe","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2004-08-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","Matn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-05 07:47:38","2016-10-24"
"180","79bbdc39-adf8-4388-bddc-e6d0e726d5bf","ffbeca8d-2804-43b9-958f-615a23e02d86","founded","","2016-05-24 18:06:35","","","","",NA,NA,NA,"","","","technical",358,"521fafbd-8146-4b9d-948c-8e737910bb56","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2004-08-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"181","79bbdc39-adf8-4388-bddc-e6d0e726d5bf","7961ea57-b3c6-4e02-91b9-5e644c7fe3a2","founded","","2016-07-05 07:47:38","","","","",NA,NA,NA,"","","","both",838,"c53759b3-29f7-49a5-868f-4aae22af4cbe","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2004-08-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","Matn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-05 07:47:38","2016-10-24"
"182","79bbdc39-adf8-4388-bddc-e6d0e726d5bf","7961ea57-b3c6-4e02-91b9-5e644c7fe3a2","founded","","2016-07-05 07:47:38","","","","",NA,NA,NA,"","","","both",358,"521fafbd-8146-4b9d-948c-8e737910bb56","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2004-08-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"183","79bbdc39-adf8-4388-bddc-e6d0e726d5bf","dc4f348a-c0db-4502-87b9-70c1a1740a2a","founded","","2016-07-05 07:47:38","","","","",NA,NA,NA,"","","","business",838,"c53759b3-29f7-49a5-868f-4aae22af4cbe","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2004-08-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","Matn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-05 07:47:38","2016-10-24"
"184","79bbdc39-adf8-4388-bddc-e6d0e726d5bf","dc4f348a-c0db-4502-87b9-70c1a1740a2a","founded","","2016-07-05 07:47:38","","","","",NA,NA,NA,"","","","business",358,"521fafbd-8146-4b9d-948c-8e737910bb56","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2004-08-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"185","79bbdc39-adf8-4388-bddc-e6d0e726d5bf","4bcc1fa9-4b5b-4b29-97c6-053be0aa59b1","founded","","2016-05-24 18:06:35","","","","",NA,NA,NA,"","","","technical",838,"c53759b3-29f7-49a5-868f-4aae22af4cbe","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2004-08-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","Matn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-05 07:47:38","2016-10-24"
"186","79bbdc39-adf8-4388-bddc-e6d0e726d5bf","4bcc1fa9-4b5b-4b29-97c6-053be0aa59b1","founded","","2016-05-24 18:06:35","","","","",NA,NA,NA,"","","","technical",358,"521fafbd-8146-4b9d-948c-8e737910bb56","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2004-08-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"187","79bbdc39-adf8-4388-bddc-e6d0e726d5bf","bc2e49a0-e3d6-4cff-b67d-4a6daff60a23","founded","","2016-05-24 18:06:35","","","","",NA,NA,NA,"","","","technical",838,"c53759b3-29f7-49a5-868f-4aae22af4cbe","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2004-08-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","Matn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-05 07:47:38","2016-10-24"
"188","79bbdc39-adf8-4388-bddc-e6d0e726d5bf","bc2e49a0-e3d6-4cff-b67d-4a6daff60a23","founded","","2016-05-24 18:06:35","","","","",NA,NA,NA,"","","","technical",358,"521fafbd-8146-4b9d-948c-8e737910bb56","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2004-08-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"189","79bbdc39-adf8-4388-bddc-e6d0e726d5bf","753941ef-9d80-484c-aedc-09058d5eb32a","founded","","2016-07-05 07:47:38","","","","",NA,NA,NA,"","","","business",838,"c53759b3-29f7-49a5-868f-4aae22af4cbe","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2004-08-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","Matn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-05 07:47:38","2016-10-24"
"190","79bbdc39-adf8-4388-bddc-e6d0e726d5bf","753941ef-9d80-484c-aedc-09058d5eb32a","founded","","2016-07-05 07:47:38","","","","",NA,NA,NA,"","","","business",358,"521fafbd-8146-4b9d-948c-8e737910bb56","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2004-08-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"191","79bbdc39-adf8-4388-bddc-e6d0e726d5bf","ad602d2f-e8a9-4d54-8a91-007a6fd2d088","founded","","2016-07-05 07:47:38","","","","",NA,NA,NA,"","","","both",838,"c53759b3-29f7-49a5-868f-4aae22af4cbe","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2004-08-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","Matn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-05 07:47:38","2016-10-24"
"192","79bbdc39-adf8-4388-bddc-e6d0e726d5bf","ad602d2f-e8a9-4d54-8a91-007a6fd2d088","founded","","2016-07-05 07:47:38","","","","",NA,NA,NA,"","","","both",358,"521fafbd-8146-4b9d-948c-8e737910bb56","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2004-08-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"193","7d589ee7-7452-4980-82bd-f4a328049de3","e250e152-3876-4d84-9a6e-3ac6646dd356","worked at","","2016-05-30 13:48:46","","2011-11-01","","2011-11-01",NA,NA,NA,"","","analyst","technical",707,"b02f68f1-3dce-4590-ab01-a472ba6d6b14","organization","MAR ROUKOZ MOUNT LEBANON LEBANON","2011-12-01","2015-01-01","Mar Roukoz, Lebanon",33.865654,35.557579,"ChIJu2484NQXHxURMGJEo3vstc0",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","Mar Roukoz",NA,NA,NA,"",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-30 13:48:46","2016-10-24"
"194","7d589ee7-7452-4980-82bd-f4a328049de3","20e67028-657a-45e1-b13f-4abb8c421d96","founded","","2016-05-30 13:48:46","","","","",NA,NA,NA,"","","","both",707,"b02f68f1-3dce-4590-ab01-a472ba6d6b14","organization","MAR ROUKOZ MOUNT LEBANON LEBANON","2011-12-01","2015-01-01","Mar Roukoz, Lebanon",33.865654,35.557579,"ChIJu2484NQXHxURMGJEo3vstc0",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","Mar Roukoz",NA,NA,NA,"",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-30 13:48:46","2016-10-24"
"195","7d589ee7-7452-4980-82bd-f4a328049de3","0a1aaf73-42f4-44fb-bcf5-31ef46bc2c0e","founded","","2016-05-30 10:51:05","","","","",NA,NA,NA,"","","","other",707,"b02f68f1-3dce-4590-ab01-a472ba6d6b14","organization","MAR ROUKOZ MOUNT LEBANON LEBANON","2011-12-01","2015-01-01","Mar Roukoz, Lebanon",33.865654,35.557579,"ChIJu2484NQXHxURMGJEo3vstc0",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","Mar Roukoz",NA,NA,NA,"",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-30 13:48:46","2016-10-24"
"196","7d589ee7-7452-4980-82bd-f4a328049de3","3ba19ee8-61e8-4395-9855-0e1d0638cf4b","worked at","","2016-05-30 10:51:05","","","","2013-01-01",NA,NA,NA,"","","analyst","technical",707,"b02f68f1-3dce-4590-ab01-a472ba6d6b14","organization","MAR ROUKOZ MOUNT LEBANON LEBANON","2011-12-01","2015-01-01","Mar Roukoz, Lebanon",33.865654,35.557579,"ChIJu2484NQXHxURMGJEo3vstc0",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","Mar Roukoz",NA,NA,NA,"",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-30 13:48:46","2016-10-24"
"197","7d589ee7-7452-4980-82bd-f4a328049de3","14cafc14-688c-4461-bf32-c6db66eae4c8","founded","","2016-05-30 10:51:05","","","","",NA,NA,NA,"","","","other",707,"b02f68f1-3dce-4590-ab01-a472ba6d6b14","organization","MAR ROUKOZ MOUNT LEBANON LEBANON","2011-12-01","2015-01-01","Mar Roukoz, Lebanon",33.865654,35.557579,"ChIJu2484NQXHxURMGJEo3vstc0",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","Mar Roukoz",NA,NA,NA,"",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-30 13:48:46","2016-10-24"
"198","7d589ee7-7452-4980-82bd-f4a328049de3","39f624a0-1e3e-4dbe-8911-197cd81670b8","worked at","","2016-05-30 10:51:05","","","","2013-01-01",NA,NA,NA,"","","analyst","technical",707,"b02f68f1-3dce-4590-ab01-a472ba6d6b14","organization","MAR ROUKOZ MOUNT LEBANON LEBANON","2011-12-01","2015-01-01","Mar Roukoz, Lebanon",33.865654,35.557579,"ChIJu2484NQXHxURMGJEo3vstc0",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","Mar Roukoz",NA,NA,NA,"",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-30 13:48:46","2016-10-24"
"199","7d589ee7-7452-4980-82bd-f4a328049de3","5e591a15-11b6-4b64-b85d-01307cfe76f7","worked at","","2016-05-30 13:48:46","","2011-11-01","","2011-11-01",NA,NA,NA,"","","analyst","technical",707,"b02f68f1-3dce-4590-ab01-a472ba6d6b14","organization","MAR ROUKOZ MOUNT LEBANON LEBANON","2011-12-01","2015-01-01","Mar Roukoz, Lebanon",33.865654,35.557579,"ChIJu2484NQXHxURMGJEo3vstc0",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","Mar Roukoz",NA,NA,NA,"",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-30 13:48:46","2016-10-24"
"200","7d589ee7-7452-4980-82bd-f4a328049de3","a8fb0c5b-8191-4e2c-be85-1bd4b1e597cb","founded","","2016-05-30 13:48:46","","","","",NA,NA,NA,"","","","both",707,"b02f68f1-3dce-4590-ab01-a472ba6d6b14","organization","MAR ROUKOZ MOUNT LEBANON LEBANON","2011-12-01","2015-01-01","Mar Roukoz, Lebanon",33.865654,35.557579,"ChIJu2484NQXHxURMGJEo3vstc0",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","Mar Roukoz",NA,NA,NA,"",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-30 13:48:46","2016-10-24"
"201","80722a19-cbae-4b8a-b997-963585fa3a2b","433addd4-889e-4dbb-a53d-5b00c7dd604b","mentored","","2016-05-31 08:49:55","","","","2015-06-01",NA,1,NA,"","","","",287,"3c077ea0-2dde-4302-8974-c3398559b1f8","person","BAABDATH, MOUNT LEBANON, LEBANON","","","Baabdat, Lebanon",33.8919525,35.6757545,"ChIJqcvhrWo5HxURJg_5K6qwlIA",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","Baabdat & Sfaile",NA,NA,NA,"Baabdat",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-31 08:49:55","2016-10-24"
"202","834ff498-f92b-4592-addc-6b66d335e7f5","08cc825a-ea5e-432f-b3c1-40d055f47872","founded","","2016-05-24 18:06:35","","","","",NA,NA,NA,"","","","technical",801,"c2e89f0b-70cb-4680-bcf4-e3f35e5fcf81","organization","ZALKA ROAD WATA AMARET CHALHOUB MOUNT LEBANON LEBANON","2013-12-01","","Zalka Rd, Lebanon",33.9001274,35.5726166,"ChIJTdH40Ps9HxURVp4MunqkbXE",NA,"Zalka Road",NA,NA,"Lebanon","Mount Lebanon","El Metn","",NA,NA,NA,"",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"203","834ff498-f92b-4592-addc-6b66d335e7f5","61529b08-bf20-4948-8055-a68d10531f20","accelerated/incubated","","2016-05-24 18:06:35","","","","2011-12-01",NA,NA,6e+05,"","equity","","",801,"c2e89f0b-70cb-4680-bcf4-e3f35e5fcf81","organization","ZALKA ROAD WATA AMARET CHALHOUB MOUNT LEBANON LEBANON","2013-12-01","","Zalka Rd, Lebanon",33.9001274,35.5726166,"ChIJTdH40Ps9HxURVp4MunqkbXE",NA,"Zalka Road",NA,NA,"Lebanon","Mount Lebanon","El Metn","",NA,NA,NA,"",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"204","834ff498-f92b-4592-addc-6b66d335e7f5","de2d1e3c-f352-4c97-b75c-d8a8403fd847","founded","","2016-05-24 18:06:35","","","","",NA,NA,NA,"","","","both",801,"c2e89f0b-70cb-4680-bcf4-e3f35e5fcf81","organization","ZALKA ROAD WATA AMARET CHALHOUB MOUNT LEBANON LEBANON","2013-12-01","","Zalka Rd, Lebanon",33.9001274,35.5726166,"ChIJTdH40Ps9HxURVp4MunqkbXE",NA,"Zalka Road",NA,NA,"Lebanon","Mount Lebanon","El Metn","",NA,NA,NA,"",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"205","834ff498-f92b-4592-addc-6b66d335e7f5","96475204-094e-413f-a3de-e0d960389ba2","invested in","","2016-05-24 18:06:35","","","","2010-08-01",NA,NA,1e+05,"","equity","","",801,"c2e89f0b-70cb-4680-bcf4-e3f35e5fcf81","organization","ZALKA ROAD WATA AMARET CHALHOUB MOUNT LEBANON LEBANON","2013-12-01","","Zalka Rd, Lebanon",33.9001274,35.5726166,"ChIJTdH40Ps9HxURVp4MunqkbXE",NA,"Zalka Road",NA,NA,"Lebanon","Mount Lebanon","El Metn","",NA,NA,NA,"",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"206","83987149-818d-4e4e-9813-a59fa0371c30","6d121513-f8b6-44dc-bbcc-fbd295090755","accelerated/incubated","","2016-09-30 20:52:34","","2014-12-01","","2014-09-01",NA,NA,10000,"","equity","","",870,"c9af80a5-779f-4d6f-b8ba-622bac892fbd","organization","BEIRUT GOBERNACIÓN DE BEIRUT LÍBANO","2015-01-01","","Beirut, Líbano",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Líbano","Gobernación de Beirut","Beirut","Msaytbeh",NA,NA,NA,"Beirut",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-09-30 20:52:34","2016-10-24"
"207","83987149-818d-4e4e-9813-a59fa0371c30","caf90cbb-0d18-4f05-8016-613bfeae9a5b","founded","","2016-09-30 20:52:34","","","","2015-04-01",NA,NA,NA,"subsequent","","","business",870,"c9af80a5-779f-4d6f-b8ba-622bac892fbd","organization","BEIRUT GOBERNACIÓN DE BEIRUT LÍBANO","2015-01-01","","Beirut, Líbano",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Líbano","Gobernación de Beirut","Beirut","Msaytbeh",NA,NA,NA,"Beirut",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-09-30 20:52:34","2016-10-24"
"208","83987149-818d-4e4e-9813-a59fa0371c30","d34a527f-3ef1-4393-9edd-cf92bd06206a","founded","","2016-09-30 20:52:34","","","","",NA,NA,NA,"initial","","","technical",870,"c9af80a5-779f-4d6f-b8ba-622bac892fbd","organization","BEIRUT GOBERNACIÓN DE BEIRUT LÍBANO","2015-01-01","","Beirut, Líbano",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Líbano","Gobernación de Beirut","Beirut","Msaytbeh",NA,NA,NA,"Beirut",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-09-30 20:52:34","2016-10-24"
"209","888dc7b5-8dc1-4d1c-affe-5f5b0ddcf7c6","7358cfee-4f2f-4c8c-af8a-44d7ec94cf56","mentored","","2016-07-01 12:50:43","","","","2016-01-01",NA,1,NA,"","","","",464,"6b2c1275-40c5-498c-8e00-ddad436f0253","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh",NA,NA,NA,"Beirut",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-01 12:50:43","2016-10-24"
"210","9095164a-b465-4ad8-85ee-04d484d21909","a83d1356-7ff3-4922-a75b-870de37fb00b","founded","","2016-07-08 13:03:41","","","","",NA,NA,NA,"","","","both",658,"a04ebd0a-36cd-408c-80b7-be9742b73c58","organization","BEIRUT LEBANON","2012-09-01","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-08 13:03:41","2016-10-24"
"211","92d38356-2879-4a2f-be29-67b8e69a5b4c","a0ff5f3d-d1f3-4a97-8fba-fe6555f01859","founded","","2016-05-31 10:03:32","","","","",NA,NA,NA,"","","","both",495,"755348e2-9012-40f9-a4cc-37843c054d9f","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2016-02-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-31 10:02:06","2016-10-24"
"212","92d38356-2879-4a2f-be29-67b8e69a5b4c","b2af913a-1e12-4cf8-ba8f-00f12c19f33f","accelerated/incubated","","2016-05-31 11:54:45","","2016-01-01","","2015-09-01",NA,NA,30000,"","equity","","",495,"755348e2-9012-40f9-a4cc-37843c054d9f","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2016-02-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-31 10:02:06","2016-10-24"
"213","92d38356-2879-4a2f-be29-67b8e69a5b4c","0bebbba3-94ed-482b-ade7-a8dec7b9ceeb","accelerated/incubated","","2016-05-31 12:21:53","","","","2015-10-01",NA,NA,30000,"","equity","","",495,"755348e2-9012-40f9-a4cc-37843c054d9f","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2016-02-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-31 10:02:06","2016-10-24"
"214","92d38356-2879-4a2f-be29-67b8e69a5b4c","90a2c950-610c-4399-80e8-fed6164300cd","founded","","2016-05-31 10:02:06","","","","",NA,NA,NA,"","","","both",495,"755348e2-9012-40f9-a4cc-37843c054d9f","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2016-02-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-31 10:02:06","2016-10-24"
"215","92d38356-2879-4a2f-be29-67b8e69a5b4c","03ede098-fff2-4fa0-a29d-9657cd6f8d2f","accelerated/incubated","","2016-05-31 10:03:32","","","","2016-02-01",NA,NA,0,"","equity","","",495,"755348e2-9012-40f9-a4cc-37843c054d9f","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2016-02-01","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","",NA,NA,NA,"Beirut",NA,NA,"","",NA,"11-7503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-31 10:02:06","2016-10-24"
