"","userid","nodeid","group","label","date_start","date_end","formatted","latitude","longitude","placeid","street_address","route","intersection","political","country","administrative_area_level_1","administrative_area_level_2","administrative_area_level_3","administrative_area_level_4","administrative_area_level_5","colloquial_area","locality","ward","sublocality","neighborhood","premise","subpremise","postal_code","natural_feature","airport","park","point_of_interest","floor","establishment","parking","post_box","postal_town","room","street_number","bus_station","train_station","transit_station","last_updated","last_retrieved"
"969","dc54bdb8-7ea1-4999-8c4c-9bc185809783","e70a0343-8daa-4215-a150-99359ebc8cdb","location","DEKOUANÉ MAR ROUKOZ MOUNT LEBANON LEBANON","","","Mar Roukoz & Dahr El Hsa, Lebanon",33.8724442,35.5505714,"ChIJ5etmXMwXHxUR9YNCh_u7Gzw",NA,"Mar Roukoz & Dahr El Hsa",NA,NA,"Lebanon","Mount Lebanon","El Metn","Mar Roukoz","",NA,"","",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-30 10:51:05","2016-10-24"
"970","dc54bdb8-7ea1-4999-8c4c-9bc185809783","20e67028-657a-45e1-b13f-4abb8c421d96","person","FANAR, MOUNT LEBANON, LEBANON","","","Fanar, Lebanon",33.8797226,35.5739937,"ChIJjc5PeY89HxURdhwWgVfvORE",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","Fanar","",NA,"","",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-30 10:51:05","2016-10-24"
"976","dcf3e5ce-c9e8-431e-8014-a36c51b75b67","a4b87254-ef05-4595-a308-d5fb5b77156a","location","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","El Metn","","",NA,"","Beirut",NA,NA,"","","","11-7503","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-14 07:31:28","2016-10-24"
"977","dcf3e5ce-c9e8-431e-8014-a36c51b75b67","e057a64d-f446-4d60-b631-19bbe59195f0","person","LEBANON","","","Lebanon",33.854721,35.862285,"ChIJraoihAIXHxURcPkAbAk0fcw",NA,"",NA,NA,"Lebanon","","","","",NA,"","",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-14 07:31:28","2016-10-24"
"983","dedc6fdf-19b1-40a6-982f-1c237f831f40","1b0c440d-073b-4d8a-a56c-ff6480a7f4ea","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-14 15:24:28","2016-10-24"
"984","dedc6fdf-19b1-40a6-982f-1c237f831f40","78464683-2f4f-4018-bd1e-419dcdb9d2bb","organization","BEIRUT DIGITAL DISTRICT BEIRUT LEBANON","2016-02-01","","1 floor ZTE corpiration Bdd1499, Nassif Yazigi Street,, Beirut, Lebanon",33.8915863,35.5054779,"ChIJkQVdiuEWHxURtgXwwO_0Sgg",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-14 15:24:28","2016-10-24"
"988","df664ea5-19fe-4d4e-8882-54aade7eadeb","076ab732-137c-4482-a7fd-ed9f1b8fb4d4","person","BAABDA, MOUNT LEBANON, LEBANON","","","Baabda, Lebanon",33.8415527,35.5493698,"ChIJqaVAZfIXHxUReIVYwvDZBR8",NA,"",NA,NA,"Lebanon","Mount Lebanon","Baabda","Baabda","",NA,"","",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"990","e1813f3d-5b07-40df-977d-63de1577c6f6","3fce83b7-b0f3-4ed5-89fd-01f4a1bea75f","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-25 10:57:48","2016-10-24"
"994","e197c75a-ca56-40bf-878e-4f78549630b4","48ffc6a0-1fff-4314-8ce6-2d8f539c3d0a","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-08-04 11:08:32","2016-10-24"
"995","e1dfa12d-bea3-4222-b887-cbcb56527c8e","bc9e52f0-f531-484e-874f-c20a853bb5f5","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-14 13:04:05","2016-10-24"
"996","e21a0799-3f48-4015-8121-5b322a428757","69bcf8ae-9913-460f-9c9d-40822f59850e","person","BEIRUT","","","Beirut, Lebanon",33.8937913,35.5017767,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut Governorate","Beirut","Beirut","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"1000","e3e9147e-a008-4451-900d-3b18ee941aa2","abd3d6e2-d28a-485b-bf12-47e94906b58e","person","BEIRUT","","","Beirut, Lebanon",33.8937913,35.5017767,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut Governorate","Beirut","Beirut","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-20 10:23:24","2016-10-24"
"1001","e3e9147e-a008-4451-900d-3b18ee941aa2","fa7e0c37-3b33-4a73-8a54-058a2c120629","location","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","","","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","Matn","","",NA,"","Beirut",NA,NA,"","","","11-7503","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-20 10:23:24","2016-10-24"
"1002","e487a188-8b68-4bac-ab5d-53d91cd66f8d","7b8f40d8-0e45-479e-b120-1cc0a7c4ce8d","person","BEIRUT, LIBAN","","","Beyrouth, Liban",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Liban","Gouvernorat de Beyrouth","Beirut","Beyrouth","",NA,"","Beyrouth",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-22 09:15:20","2016-10-24"
"1003","e562a8f5-28b1-48af-b161-067f08d137fc","d5c558ec-8d3d-4ba8-a390-0290fb39c57a","location","COSTA COFFEE BEIRUT LEBANON","","","Hamra, Beirut, Lebanon",33.8952217,35.4847336,"ChIJ67GPmikXHxURl2wTgcGKDTg",NA,"",NA,NA,"Lebanon","Beirut","Baabda","","",NA,"","Beirut",NA,NA,"Hamra","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"1004","e562a8f5-28b1-48af-b161-067f08d137fc","07a65486-89f3-4023-bacb-c73ef81a7771","location","STARBUCKS BEIRUT LEBANON","","","Bashir Al Kassar St, Beirut, Lebanon",33.8856583,35.4841766,"ChIJc6yc59IQHxUR6FObaXo3uJI",NA,"Bashir Al Kassar St",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Beirut",NA,NA,"Verdun","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"1005","e562a8f5-28b1-48af-b161-067f08d137fc","93ba7eca-8ae7-4d50-bc9b-a4611cf1c641","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"1008","e6ed231b-bc43-4b27-8f0e-1ca49d7499fd","5063fd66-fb25-4f5d-8e70-03f24684dc21","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"1023","eab2488e-a17a-4209-b640-8e0b134a5ac5","5f8163c1-aec0-4f40-8283-b2f97314c77a","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-14 12:56:42","2016-10-24"
"1024","eab2488e-a17a-4209-b640-8e0b134a5ac5","abb9b76e-1c6d-4e2e-904a-1b85b84f76f1","location","LEBANON BEIRUT","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-14 12:56:42","2016-10-24"
"1025","eac2d34b-639c-4968-8e42-adeb76849764","8e1fdcc7-5c01-4605-9216-940bc9894c8c","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Beirut","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-20 10:48:21","2016-10-24"
"1029","eb5b5e69-4410-4442-be1f-05291bee5600","8fd24758-8728-4ae7-b5de-d0dfa418715a","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-31 14:39:58","2016-10-24"
"1032","ec85d140-59d7-4db4-8caf-aff86605b3f5","6cac96ee-a6ca-4c27-8374-c090c82dc4f4","person","BEIRUT","","","Beirut, Lebanon",33.8937913,35.5017767,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut Governorate","Beirut","Beirut","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-09 11:50:22","2016-10-24"
"1033","ecb7a881-a176-4edb-899f-f4b65cdcab3b","9eb8c154-032e-41ed-afe0-c28860ff7d99","location","FORUM DE BEIRUT EXPO JISR BEIRUT LEBANON","","","Jisr, Bayrut, Lebanon",33.898304,35.5353928,"ChIJp5Sx3kIWHxURhh7-2pXUQd8",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Jisr","",NA,"","Bayrut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-27 13:12:33","2016-10-24"
"1034","ecb7a881-a176-4edb-899f-f4b65cdcab3b","4a1e5da5-65a9-4ed8-ad77-d05fadc29a3c","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Beirut","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-27 13:12:33","2016-10-24"
"1035","ecb7a881-a176-4edb-899f-f4b65cdcab3b","ad360f49-1ef3-4c9a-9136-1f323786219a","location","TRAIN STATION MAR MIKHAEL BEIRUT LEBANON","","","Mar Mikhael, Lebanon",33.900219,35.5199661,"ChIJgV_X2fUWHxURMHcxe6z2b64",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-27 13:12:33","2016-10-24"
"1036","ecb7a881-a176-4edb-899f-f4b65cdcab3b","1749c9ba-a6ea-4585-b33b-2fab43d81f91","location","HILTON BEIRUT HABTOOR GRAND BEIRUT LEBANON","","","Charles Helou، Sin El Fil، Beirut, Lebanon",33.8694992,35.5372238,"ChIJabUAEroXHxURDILj-EThc80",NA,"",NA,NA,"Lebanon","Jabal Lubnan","Matn","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-27 13:12:33","2016-10-24"
"1041","ed483c2b-dac3-4d29-8d1d-1b2150ddb613","5c4f0c14-d1da-42ec-b47d-3161f37beffe","person","BYBLOS, MOUNT LEBANON, LEBANON","","","Byblos, Lebanon",34.1230011,35.6519279,"ChIJm3arFKhcHxURbmFdJltzR74",NA,"",NA,NA,"Lebanon","Mount Lebanon","Jbeil","Jbeil","",NA,"","Byblos",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-03 15:07:36","2016-10-24"
"1042","ed483c2b-dac3-4d29-8d1d-1b2150ddb613","ba8792e7-16b3-4ba0-871f-c9a1c936af4a","location","ALEPH BOUTIQUE HOTEL JBEIL LEBANON","","","Kordahi Center , Byblos, 0000, Lebanon",34.119194,35.6491013,"ChIJRarA6atcHxURPFEX1D8041k",NA,"",NA,NA,"Lebanon","","","Jbeil","",NA,"","",NA,NA,"","","","0000","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-03 15:07:36","2016-10-24"
"1049","edfc5e46-3d98-49e6-b24f-a758e3259728","c87ff749-8d79-49f8-83a6-c67fb7519cbe","location","BEIRUT LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Beirut","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-20 09:09:41","2016-10-24"
"1050","edfc5e46-3d98-49e6-b24f-a758e3259728","016f210b-0623-4d81-bc42-2f6d548efe2b","person","BEIRUT","","","Beirut, Lebanon",33.8937913,35.5017767,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut Governorate","Beirut","Beirut","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-20 09:09:41","2016-10-24"
"1051","ef989ce9-318f-47d8-9ea1-f96e5460a257","d6e868fa-d676-48fa-b031-faecbf9e8cae","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-14 17:15:48","2016-10-24"
"1052","f106dc30-18cf-4496-8274-f3ff6478208a","9f1a923a-55c4-47e9-b3bb-0e986691e64f","person","BADARO","","","Badaro, Bayrut, Lebanon",33.8740915,35.5162965,"ChIJrYDMKgkXHxUR5mKh1jWoQm8",NA,"Badaro",NA,NA,"Lebanon","Beirut Governorate","Beirut","","",NA,"","Bayrut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-20 12:08:49","2016-10-24"
"1059","f3ad993e-5725-4e36-8fa2-82f7f74b89e5","59cacf88-adbf-461b-a001-b15aea1129b1","location","BEIRUT LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Beirut","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-20 10:55:42","2016-10-24"
"1060","f3ad993e-5725-4e36-8fa2-82f7f74b89e5","f26045a0-479f-4a41-9be3-f2e0ae4535d5","location","SAEB SALAM BEIRUT LEBANON","","","Saeb Salam, Bayrut, Lebanon",33.8798752,35.4936142,"ChIJKUIu7DsXHxUR7MQHJmiBKrA",NA,"Saeb Salam",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Bayrut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-20 10:55:42","2016-10-24"
"1062","f3ad993e-5725-4e36-8fa2-82f7f74b89e5","20587f52-2cde-4af0-83e8-dacda713f345","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Beirut","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-20 10:55:42","2016-10-24"
"1066","f417947b-5fa1-4a0e-baad-ffc21122be9f","5ad960b8-492f-4226-9eb1-a554793d0308","organization","BERYTECH TECHNOLOGICAL POLE ESIB BEIRUT MOUNT LEBANON LEBANON","2002-04-01","2015-04-01","East Suburbs, Beirut 11-7503, Lebanon",33.864975,35.5622215,"ChIJXZ7f7dYXHxURK_gCNYU2f3Q",NA,"",NA,NA,"Lebanon","Mount Lebanon","Matn","","",NA,"","Beirut",NA,NA,"","","","11-7503","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-12 20:30:05","2016-10-24"
"1067","f417947b-5fa1-4a0e-baad-ffc21122be9f","bbef96dd-81ca-47f3-9d3e-3bcca22de44b","person","BEIRUT","","","Beirut, Lebanon",33.8937913,35.5017767,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut Governorate","Beirut","Beirut","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-12 20:30:05","2016-10-24"
"1074","f5d18516-b14d-426f-89e4-09a484c35cc5","530be5c3-f994-4fa9-8551-71d551e7d935","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"1075","f5d7f6a5-2fbc-464e-9919-0c1969c571e7","2d563f2c-7d89-494f-9d4d-4ad7a8654a0a","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-05 08:08:18","2016-10-24"
"1076","f62fdcad-6615-4fee-a441-78db9652eeb2","5311d0e6-5cef-4a3a-bb92-c5978d0384dc","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8937912,35.5017776,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-25 12:11:47","2016-10-24"
"1077","f6b3362f-c98d-4611-b59c-b002788081d9","dcf8703b-e920-4dda-8a4c-bb1255b8bcab","person","BEIRUT","","","Beirut, Lebanon",33.8937913,35.5017767,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut Governorate","Beirut","Beirut","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-25 10:36:49","2016-10-24"
"1083","f870813b-651d-4c5b-a71e-f3e2945eaf7c","7c9be988-a25c-4dc1-ae00-222946aacf71","person","JEITA","","","Jeita, Lebanon",33.9536454,35.6437127,"ChIJ-aNfZ1A_HxURFt_C2bH9zsQ",NA,"",NA,NA,"Lebanon","Jabal Lubnan","Kesrouane","","",NA,"","Jeita",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"1084","f870813b-651d-4c5b-a71e-f3e2945eaf7c","ea91a9c2-835b-45b5-a5a6-7a262633a556","organization","JEITA JITTA MOUNT LEBANON LEBANON","2012-04-01","","Jitta, Lebanon",33.9541512,35.6508789,"ChIJaRGLgVQ_HxURx3MQhRwmwAE",NA,"",NA,NA,"Lebanon","Mount Lebanon","Kesrouane","Jitta","",NA,"","",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"1094","fa1271aa-e8e9-4bf1-9c7a-f0692ea837f7","f51e8791-642a-4f3d-9b5f-4b6fdc2490dd","location","HAMRA BEIRUT LEBANON","","","Hamra, Lebanon",33.8951607,35.4876099,"ChIJ7Tx-PigXHxURsJ7KMMPPC3Q",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Jounblat","",NA,"","",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-31 12:03:48","2016-10-24"
"1095","fa1271aa-e8e9-4bf1-9c7a-f0692ea837f7","ad521663-6e02-490e-b3be-32c882df45f4","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-31 12:03:48","2016-10-24"
"1096","fa5bc1df-80dd-4f61-a20d-627c251a486a","6ba0a4ea-7c6c-44e8-8675-fda0b50ff9cd","person","BIKFAYA, MOUNT LEBANON, LEBANON","","","Bikfaya, Lebanon",33.9206085,35.68153,"ChIJP7RJg_Y4HxUR6Av9FMAyJAE",NA,"",NA,NA,"Lebanon","Mount Lebanon","Matn","Bikfaya","",NA,"","",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-06-20 07:51:37","2016-10-24"
"1104","fc0839b6-f87e-48dd-8998-267910021daf","7fae7805-94ab-4d26-8d92-ca8f6d39dabc","location","SURSOK MUSEUM BEIRUT LEBANON","","","Greek Orthodox Archbishopric Street, Ashrafieh,, Bayrut, Lebanon",33.8931046,35.5163612,"ChIJgb6Z3vsWHxURC-JY-pMiqCs",NA,"",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","Bayrut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-29 10:44:36","2016-10-24"
"1105","fc0839b6-f87e-48dd-8998-267910021daf","3e9d35e7-f467-4794-b71e-78b163b5d206","organization","BERYTECH DIGITAL PARK BEIRUT LEBANON","2016-01-01","","Bachoura, Beirut, Lebanon",33.8903122,35.5062675,"ChIJZ2RgD-IWHxURXweF1MD4L7Y",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Bachoura","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-29 10:44:36","2016-10-24"
"1106","fc0839b6-f87e-48dd-8998-267910021daf","fb904685-da88-41dc-a682-c2a6eae772e8","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-07-29 10:44:36","2016-10-24"
"1111","fcf9119f-6760-463e-8307-9041dde01ed9","7c1b5207-2d0c-4e84-8ff8-52de3fbf71fd","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-05-24 18:06:35","2016-10-24"
"1114","fd9ac93d-9a42-4a5a-9848-5443ea6b05e8","40f5814a-d9ab-4ffd-81b4-33d48269dc0b","location","CLEMENCEAU HAMRA BEIRUT LEBANON","","","Clemenceau, Lebanon",33.8979454,35.4902496,"ChIJ7RMfydkWHxURb-axbo8KXRo",NA,"Clemenceau",NA,NA,"Lebanon","Beirut","Beirut","","",NA,"","",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-09-28 06:32:46","2016-10-24"
"1115","fd9ac93d-9a42-4a5a-9848-5443ea6b05e8","6e712651-6237-4362-bd0b-9085d06f92b3","person","BEIRUT, LEBANON","","","Beirut, Lebanon",33.8886299,35.4954796,"ChIJj6eAWCEXHxURtDaY6bqCkXI",NA,"",NA,NA,"Lebanon","Beirut","Beirut","Msaytbeh","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-09-28 06:32:46","2016-10-24"
"1116","fd9ac93d-9a42-4a5a-9848-5443ea6b05e8","2f96e7cb-e83a-400f-a170-35c5e760fb27","location","STARBUCKS COFFEE SASSINE BEIRUT LEBANON","","","Sassine, Beirut, Lebanon",33.8876152,35.5210838,"ChIJKZmtd_8WHxURW5vZNghtUhM",NA,"Sassine",NA,NA,"Lebanon","Beirut","Beirut","Mar Mitr","",NA,"","Beirut",NA,NA,"","","","","",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"2016-09-28 06:32:46","2016-10-24"
