userid,incorporation,bank,credit,funding,hiring,office,exit,comments,last_updated,last_retrieved
773fa5d5-a347-48bb-a835-79c651aa3df7,60.0,2.0,0.0,250.0,60.0,7.0,0.0,"Awareness among young population needs to increase.
Specifically targeting high school and University students.",,2016-10-27 11:01:24.340197120
779b0237-8824-4499-bbd3-7ac20e0210b1,90.0,14.0,730.0,90.0,365.0,365.0,2000.0,Startup companies should be supported more once they have intentions of scaling to other countries.,,2016-10-27 11:01:24.840518912
79d95f33-bacf-410f-b74d-54a17d5f2f71,90.0,60.0,180.0,365.0,30.0,30.0,3650.0,Corporations among tech people so as to exchange ideas.,,2016-10-27 11:01:25.139604992
7a6686f4-28f7-46ea-b619-33239242c9bc,30.0,14.0,1095.0,1460.0,60.0,30.0,4000.0,Lots of more investments should be done.,,2016-10-27 11:01:25.493553920
7af8d014-d9db-48b9-abc8-6580a7c504dd,120.0,15.0,60.0,120.0,15.0,30.0,1800.0,,,2016-10-27 11:01:25.856206080
7c71c474-f1d5-42b0-9d8f-404a54ca9613,14.0,2.0,0.0,0.0,730.0,180.0,0.0,,,2016-10-27 11:01:26.463616000
7cd01aa0-ecbc-4000-a7b2-c418d1864dbe,,,,,,,,,,2016-10-27 11:01:26.958437888
7d3814bd-3402-4435-b247-cc8dc0543c5d,14.0,14.0,1500.0,300.0,60.0,1000.0,1000.0,none,,2016-10-27 11:01:27.126758912
7e1ce8ae-c404-4ca1-b744-a0d87f079da1,3.0,2.0,90.0,90.0,60.0,60.0,1095.0,no,,2016-10-27 11:01:27.600196096
7f39e304-610d-4203-b82d-5f8b8413e728,730.0,6.0,20.0,30.0,60.0,150.0,365.0,"Entrepreneurs should base on teaching, mentoring and solving problems",,2016-10-27 11:01:28.001166080
80bfb5f3-4ed0-48be-84bc-dbf125d33596,10.0,5.0,30.0,90.0,40.0,30.0,1000.0,,,2016-10-27 11:01:28.643322112
813a90b4-5502-4263-9ee5-dacc5e296a30,90.0,10.0,30.0,180.0,30.0,30.0,1500.0,,,2016-10-27 11:01:29.009456896
818b86b4-6041-4e9e-921f-836c4303f39e,14.0,7.0,90.0,365.0,1.0,30.0,1095.0,n/a,,2016-10-27 11:01:29.383428096
82007eab-2ac9-43f1-8322-332f3549984a,120.0,15.0,90.0,90.0,20.0,1.0,30.0,,,2016-10-27 11:01:29.784690944
830ef37a-e81b-4e2d-98fa-d6eed53db7e5,21.0,21.0,180.0,180.0,30.0,15.0,999999.0,,,2016-10-27 11:01:30.441157888
84323aff-2e82-4608-9d61-60e69488dfec,120.0,30.0,30.0,365.0,15.0,530.0,1825.0,Mentorship and business incubation should go hand to hand!!,,2016-10-27 11:01:30.862469120
8440776f-79f0-4f50-85d6-53c4b31fed7e,90.0,7.0,730.0,1095.0,730.0,730.0,1825.0,There should be more connections between innovators and decision makers especially in the Government and private sectors.,,2016-10-27 11:01:31.202767872
87857c3f-5ece-4c84-a0cf-bf1e49b754c4,14.0,15.0,21.0,30.0,21.0,20.0,0.0,,,2016-10-27 11:01:31.762544128
87fa02a8-5807-4d44-ab10-f5f408f0dbd6,1080.0,360.0,180.0,1080.0,21.0,30.0,1080.0,The country must be frying best to give funds on research and technology but there is still lack of educational and innovation hubs to fosten startups in the country,,2016-10-27 11:01:31.984144896
8838089d-87b3-47d3-82b2-afea57a237b0,30.0,3.0,90.0,60.0,10.0,5.0,1095.0,"I believe we need m,ore workshops and mentorship on this.",,2016-10-27 11:01:32.325934080
88593be0-7b7e-4a5d-b442-6f316dfd099e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,It is hard to find connections in Arusha. I have to go to Nairobi to get connections in Arusha. More should be done to support connecting people and techies.,,2016-10-27 11:01:32.864540928
890dbb4b-89d8-4a9a-93e7-f7aeb03f8ef7,30.0,7.0,180.0,30.0,1.0,14.0,3650.0,There is no much awareness and showcasing innovations that are happening around in Tanzania.,,2016-10-27 11:01:33.446886912
89ae5c16-f4d9-4116-8807-fd67bb111a98,120.0,1.0,60.0,0.0,14.0,14.0,0.0,,,2016-10-27 11:01:34.213104896
8acea184-fd78-4325-8764-5ed85f550118,15.0,3.0,365.0,365.0,30.0,30.0,365.0,"1- most innovative ideas must be supported at all levels, evaluate the situation of each, then take a decision before wasting Startup time, and Public Money 
 2-A steering committee must exist from Financiers/Innovators/Investors/Scientists/Businesses/NGOs/etc... to evaluate all money invested in several startups, ask managed money or VCs why in this and not in that startup? for example why in A Restaurant? or Why in a specific telecom company that is keep losing money? where several examples exist..
3- some regions are not well boosted!? is it a politics or demographics strategy?
4- some domains are not well covered, whom is responsible? Startups, Governments, Central Bank, or World Bank?
5- to save the globe & humanity...many things need to be well planned",,2016-10-27 11:01:34.574298880
8bcb3516-4b03-4446-95fc-951ef86a39fd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2016-10-27 11:01:35.201058048
8ce38e2e-1851-480f-b443-534513feba4d,5.0,1.0,0.0,0.0,30.0,20.0,0.0,,,2016-10-27 11:01:35.569084928
8d0e6dfa-5c7f-4d40-b104-d09bb1deb0cb,7.0,1.0,7.0,1.0,3.0,10.0,10.0,As the technology is growing in Tanzania and people realize and need the technology i think its good to invest in it as there are so many opportunities.,,2016-10-27 11:01:35.956762880
8e4e97d3-935d-493e-9b3d-383a5ca9bea8,300.0,400.0,500.0,20.0,500.0,100.0,99999.0,,,2016-10-27 11:01:36.726355968
8e78bc3b-c8b8-4cf8-898e-234cedb9afd3,30.0,2.0,5.0,120.0,30.0,59.0,60.0,,,2016-10-27 11:01:36.924502016
8fe78321-e6a9-4717-b591-9f50540dd7ab,14.0,3.0,14.0,30.0,14.0,2.0,365.0,NO,,2016-10-27 11:01:37.240721920
90b4293e-ad10-4612-908c-db67b8ca131c,14.0,2.0,180.0,180.0,60.0,30.0,0.0,Need more mentors and local investors.,,2016-10-27 11:01:37.497893888
90fd4ca5-2c0b-41b8-95e4-0754ea621dfb,7.0,2.0,90.0,180.0,30.0,30.0,1095.0,i need to have a knowledge about it,,2016-10-27 11:01:38.229573120
913d303f-7e26-4376-a9cc-d113c7fc1d9a,90.0,2.0,365.0,365.0,7.0,30.0,1825.0,,,2016-10-27 11:01:38.564333056
936d1532-6cba-4407-9b74-db963c380ae8,20.0,1.0,180.0,240.0,7.0,30.0,1095.0,Government should invest more in the Talents of its People,,2016-10-27 11:01:38.935260928
944886d6-3018-40a2-a114-e013ae1310d5,14.0,7.0,2.0,180.0,7.0,3.0,0.0,,,2016-10-27 11:01:39.595514112
948a9ffc-8441-4ef6-906d-8d62c5fa42b7,30.0,10.0,30.0,120.0,30.0,30.0,364.0,,,2016-10-27 11:01:39.872314112
94bb597b-fb77-4394-83cf-d75aa92ad235,30.0,5.0,10.0,60.0,30.0,25.0,60.0,,,2016-10-27 11:01:40.111910912
95199673-f35b-498c-9975-e3861f4b2038,5.0,1.0,360.0,2.0,14.0,30.0,0.0,,,2016-10-27 11:01:40.427941888
95844936-77b3-41de-99d6-93eafd799de4,60.0,60.0,60.0,180.0,90.0,30.0,2555.0,,,2016-10-27 11:01:40.795508992
959555e6-6c94-4403-adf4-8d7faefe7e70,30.0,1.0,90.0,120.0,7.0,365.0,1095.0,NO,,2016-10-27 11:01:41.522745088
96f7891b-7c5d-4774-86a3-6465b2a64247,60.0,3.0,3.0,30.0,20.0,15.0,700.0,,,2016-10-27 11:01:41.950926080
981910b6-b804-4a77-a87d-6d88d126bc0d,14.0,2.0,180.0,365.0,2.0,60.0,0.0,,,2016-10-27 11:01:42.229396992
9b91968d-e650-4e65-b9e0-e83f434f1eab,360.0,20.0,60.0,90.0,60.0,30.0,10.0,,,2016-10-27 11:01:42.408688128
9cc28af0-43f8-4e7e-82f1-ff841da0f140,45.0,20.0,90.0,120.0,40.0,20.0,2000.0,,,2016-10-27 11:01:42.613408000
9dd7b3cf-5cf8-4a5a-9c17-831cd6e0f83b,30.0,3.0,30.0,300.0,30.0,30.0,400.0,,,2016-10-27 11:01:43.153774080
9deeddc8-c6b3-4d89-90a2-4e85b92cdf4a,30.0,15.0,30.0,50.0,7.0,30.0,60.0,This industry is rapidly expanding,,2016-10-27 11:01:43.467789056
9ecf1353-0887-43f4-a657-ac250285503e,14.0,2.0,14.0,90.0,21.0,30.0,2035.0,,,2016-10-27 11:01:43.706502912
9f3a679b-1cc6-4777-8d22-0bac96eb5f5e,7.0,5.0,30.0,30.0,30.0,30.0,10.0,,,2016-10-27 11:01:43.941255936
a04ebd0a-36cd-408c-80b7-be9742b73c58,20.0,3.0,2.0,40.0,30.0,20.0,1000.0,Should further take into account the impracticality of centering the financial / legal activities of Lebanese startups in Lebanon. Lebanese IT startups targeting global markets may very well have only their R&D in Lebanon whilst having their legal / financial HQs established abroad for lack of local e-payment capabilities...,,2016-10-27 11:01:44.369615104
a0884964-c996-4c58-8335-d21acaf73580,600.0,5.0,1000.0,250.0,7.0,30.0,0.0,none,,2016-10-27 11:01:44.820121088
a30dd7de-dec2-482b-bfd4-6a9c43203bb6,30.0,7.0,360.0,180.0,7.0,7.0,1080.0,"""we need more interactions of stakeholder, and a way to know who is doing what and where.

we also need joint forums where people can collaborate and share ideas""",,2016-10-27 11:01:45.150969088
a356bd62-d95b-4102-a0ec-69d5af5b7bfc,60.0,15.0,0.0,0.0,30.0,60.0,30.0,"Regarding my start up , i was the one behind it , without funds nor active cofounders.
As for the circular 331 , in my opinion the availability of funds  is not the only element needed to create the lebanese tech ecosystem.
A large majority of the lebanese youth ( pillars of any tech ecosystem) are not aware of the opportunities that technological advancement can provide.
Thank you for your interest and would you require further much detailed information, you just send me an email.
Best,
Rania",,2016-10-27 11:01:45.705163008
a3c4be9d-83b0-4f7d-a784-caa311bc7138,15.0,2.0,30.0,150.0,60.0,30.0,180.0,No,,2016-10-27 11:01:45.998573056
a4b929d5-d6d1-455a-bed9-44a50c8b2094,30.0,7.0,365.0,730.0,30.0,180.0,1095.0,no,,2016-10-27 11:01:46.518340096
a62e32d4-948a-497a-8431-736cd0a8d81e,90.0,30.0,1095.0,1825.0,1095.0,30.0,4000.0,None,,2016-10-27 11:01:46.991896064
a747f7ed-0a66-44bd-85a2-3dc11cb2eb57,1.0,30.0,30.0,90.0,30.0,20.0,1500.0,,,2016-10-27 11:01:47.397602048
a965a09f-2920-4ff6-aa7a-40075ecde0c3,0.0,0.0,0.0,0.0,30.0,14.0,0.0,no,,2016-10-27 11:01:47.930296064
ab53fbbf-fec5-4565-a044-4c54107b3521,7.0,3.0,5.0,14.0,14.0,7.0,30.0,"Not only the tech ecosystem, but also the startup ecosystem is veryoung and fragmented. Current innitiatives being made are very scattered and caters for a portion of what needs to be done, hence mechanisms need to be intergrated and the answer to that is the startup accelerator.",,2016-10-27 11:01:48.509935104
abd03a80-382d-41e8-ae81-01c8e0294f50,60.0,14.0,1.0,30.0,7.0,2.0,365.0,no,,2016-10-27 11:01:49.015040000
ac90cd3f-b14d-4809-b5bf-128e906868d5,12.0,1.0,30.0,160.0,30.0,30.0,2543.0,no,,2016-10-27 11:01:49.234705920
af4caf18-9104-45ed-bb9a-26fd46a996b7,21.0,2.0,120.0,190.0,30.0,30.0,1095.0,none,,2016-10-27 11:01:49.680627968
af5c20d4-a0d6-4956-a83b-2ef03a8b97db,90.0,14.0,30.0,365.0,90.0,90.0,365.0,no,,2016-10-27 11:01:49.975756032
aff17f10-e9da-449c-a661-fdb2d3029b28,60.0,1.0,3.0,30.0,30.0,5.0,3.0,,,2016-10-27 11:01:50.351150080
b02f68f1-3dce-4590-ab01-a472ba6d6b14,15.0,15.0,30.0,30.0,15.0,15.0,60.0,,,2016-10-27 11:01:50.854853120
b24348e7-ae44-4ca6-8e31-a81bfc592141,60.0,14.0,90.0,365.0,14.0,7.0,1095.0,no,,2016-10-27 11:01:51.705573120
b4c5e0de-d5ce-49b5-a314-2df2c8b5b370,14.0,7.0,90.0,90.0,180.0,90.0,1095.0,n/a,,2016-10-27 11:01:51.905744896
b4e22b01-80a9-4978-a205-ec5cd0b4f1ca,18.0,3.0,,,10.0,10.0,6000.0,,,2016-10-27 11:01:52.695785984
b58532b3-de0a-4209-bba0-89289408a65d,7.0,1.0,14.0,120.0,14.0,7.0,1460.0,THere should be more support from the Government to further develop the tech ecosystemioi,,2016-10-27 11:01:53.577317888
b628997d-b48e-4a41-8bde-3fc8c2e1206b,7.0,14.0,30.0,30.0,21.0,150.0,1095.0,"Access to mentorship, is needed, also access to information",,2016-10-27 11:01:54.040913920
b6a7d978-9a7f-4c22-8554-8eaac8dc620b,0.0,1.0,15.0,0.0,20.0,15.0,0.0,,,2016-10-27 11:01:54.507616000
b7124aa7-a4d3-4725-9218-2c9c85c53d6b,,,,,,,,,,2016-10-27 11:01:54.662393088
b83d19de-c412-4b2d-b515-68aa538d0d76,20.0,30.0,60.0,90.0,90.0,30.0,1800.0,,,2016-10-27 11:01:55.855750912
b8e1a440-9c51-4e17-90b8-1439d9c63733,7.0,1.0,1.0,90.0,7.0,30.0,4000.0,no,,2016-10-27 11:01:56.524620032
b937fe83-256a-44a5-9c78-51c7dc73b32a,30.0,7.0,120.0,300.0,30.0,15.0,300.0,,,2016-10-27 11:01:56.946938880
bac08cb7-c5c4-4f64-84f1-ac4423be4cd5,60.0,5.0,30.0,60.0,10.0,10.0,60.0,,,2016-10-27 11:01:57.971749888
bb78c124-3f42-43a9-b2df-a2c1a01f937b,14.0,1.0,0.0,365.0,90.0,14.0,0.0,Not smart money because investors still have outdated mentality and no experience with start-up phase,,2016-10-27 11:01:58.420418048
bba6e41e-70a0-4e0d-bd2b-bbdb46b5b822,,0.0,,,,,,,,2016-10-27 11:01:59.496637952
bc032641-b0a9-4d5b-8b9b-e72b7b4124cd,7.0,1.0,730.0,365.0,180.0,90.0,1095.0,n/a,,2016-10-27 11:01:59.561811968
bc600561-1bb7-4a2b-a480-37f48e6af1d5,30.0,3.0,180.0,90.0,60.0,45.0,3000.0,,,2016-10-27 11:02:00.668077056
bc6d839a-e61f-4a0e-bdb3-9fcb03e65e44,1.0,3.0,14.0,90.0,21.0,,,,,2016-10-27 11:02:00.871552000
bc7a703a-3b5b-4346-afe0-ce30fdb0aeb3,150.0,40.0,90.0,200.0,30.0,30.0,1000.0,,,2016-10-27 11:02:01.143288064
bd2e6487-cfc0-4a11-849f-ca38a7ff5c8f,10.0,3.0,0.0,120.0,60.0,14.0,2000.0,,,2016-10-27 11:02:01.977210880
bdec8f29-b67d-45a5-b175-5b6a03e8bcb7,6.0,4.0,0.0,0.0,10.0,0.0,0.0,,,2016-10-27 11:02:02.511884032
bf1e28f7-0b63-42e0-9be0-2b64b1a1e41f,30.0,7.0,30.0,60.0,30.0,14.0,7.0,no,,2016-10-27 11:02:02.725858048
bf6412b4-fd34-4560-9a44-9aa70ee14352,30.0,14.0,730.0,2000.0,30.0,90.0,2000.0,Need for harmonization of government policies towards startups,,2016-10-27 11:02:03.542195968
bfb299d5-eb32-4e63-b877-dca5b182faf7,30.0,1.0,0.0,,,,1.0,,,2016-10-27 11:02:03.603407104
c04fe785-afb6-4bd0-838a-907c0801965c,365.0,60.0,30.0,60.0,21.0,60.0,1095.0,"Climate is an immediate problem that we are facing and i think its imperative that we deal with it before it goes out of hand, there are many innovation young individual but what they mostly need is financial support and government recognition",,2016-10-27 11:02:03.724878080
c165ed8d-37be-42c0-b52d-34ebca147bc0,5.0,2.0,60.0,180.0,30.0,60.0,1095.0,no,,2016-10-27 11:02:04.242341120
c1a5fa09-80f6-4838-8078-d0750dc36f63,90.0,30.0,100.0,395.0,90.0,30.0,1095.0,n/a,,2016-10-27 11:02:04.599852032
c2a937e1-6019-43b3-a3c8-1e4aabd45599,3.0,1.0,10.0,180.0,15.0,15.0,1800.0,,,2016-10-27 11:02:05.000567040
c2bc0a26-249f-473b-bef0-e2f533c343e9,7.0,1.0,7.0,7.0,30.0,30.0,0.0,n/a,,2016-10-27 11:02:05.317554944
c2bce788-d1b3-47f9-b3bb-d2725add0105,90.0,30.0,30.0,0.0,0.0,0.0,0.0,,,2016-10-27 11:02:05.877801984
c2e89f0b-70cb-4680-bcf4-e3f35e5fcf81,5.0,1.0,60.0,90.0,20.0,10.0,300.0,,,2016-10-27 11:02:06.512850944
c324270b-4ada-4f43-963d-7ba729e97ea5,45.0,8.0,180.0,200.0,30.0,35.0,0.0,"It would have been much better if criteria and procedure for application and other matters were more clear and transparent. Currently, it is ""who you know"" that allows a startup to benefit from the circular.",,2016-10-27 11:02:08.072686080
c3412270-f1b3-4aed-b182-1d2c5aaa1904,3.0,3.0,130.0,128.0,30.0,60.0,122.0,,,2016-10-27 11:02:09.249821952
c41d992b-9a76-4833-b455-2085fbc39d5f,3.0,1.0,90.0,180.0,90.0,90.0,2850.0,n/a,,2016-10-27 11:02:09.457851904
c48edf59-9907-46f4-8a7e-849ba3701bcd,10.0,1.0,0.0,0.0,0.0,0.0,0.0,Please note that we are designers specialised in creative strategies and project prototyping using our own fab lab. Circular 331 is nay focused on high tech and technological oriented projects. I think there should be more room for designers such as ourselves.,,2016-10-27 11:02:10.199495936
c4a241f9-3c1a-4982-adde-68ba8199cd9d,0.0,1.0,90.0,60.0,15.0,1.0,0.0,"No, Thanks.",,2016-10-27 11:02:11.618288128
c4ecc5e3-7c83-4d18-ab33-6ff70f91c390,21.0,0.0,0.0,0.0,180.0,0.0,0.0,Government needs to charge less taxes to entrepreneurs dealing with innovation,,2016-10-27 11:02:12.224627968
c4effffa-9e9e-41f9-8e76-5ce638a54912,30.0,7.0,1095.0,90.0,60.0,90.0,3285.0,We need to have our own industries for cooling and heating sytem,,2016-10-27 11:02:13.709057024
c501a657-05fb-434f-8cc6-93dd8588bacf,30.0,3.0,,,,,,,,2016-10-27 11:02:14.359471104
c53759b3-29f7-49a5-868f-4aae22af4cbe,20.0,2.0,0.0,0.0,60.0,20.0,0.0,,,2016-10-27 11:02:14.941959936
c5780b52-06d5-4337-9603-23b0b150a281,5.0,5.0,0.0,0.0,0.0,0.0,0.0,-,,2016-10-27 11:02:15.831003904
c64f4f46-e985-44a8-9129-5eb103e88875,60.0,30.0,60.0,120.0,53.0,66.0,179.0,,,2016-10-27 11:02:17.491566080
c67a82ee-13f2-4793-8c3f-375f7a24da7d,2.0,7.0,0.0,0.0,3.0,30.0,0.0,none,,2016-10-27 11:02:18.000251904
c7860c27-f960-4b36-a822-4e6a1cb9b1f8,30.0,15.0,180.0,360.0,90.0,30.0,30.0,,,2016-10-27 11:02:18.643119104
c7915f73-ddcc-4321-a0a8-beb170b75114,15.0,15.0,1200.0,600.0,2.0,2.0,1800.0,,,2016-10-27 11:02:19.428359936
c8204ca1-15fc-4156-9a47-ca44dd57a42e,45.0,10.0,30.0,30.0,30.0,30.0,30.0,,,2016-10-27 11:02:20.736536064
c958e24b-1dfa-498b-ba17-4155a102967b,25.0,2.0,150.0,300.0,30.0,30.0,1700.0,I wish it wasn't centralized in limited number of VCs and banks that are all in one bundle and interconnected. some competition between the VCs and the programs would push them to provide better services.,,2016-10-27 11:02:21.007556096
c9af80a5-779f-4d6f-b8ba-622bac892fbd,5.0,5.0,5.0,5.0,5.0,5.0,5.0,no,,2016-10-27 11:02:21.415301888
cb0340c4-5a1b-4a2d-8eda-520c2b5fdb75,30.0,7.0,30.0,30.0,40.0,60.0,1095.0,no,,2016-10-27 11:02:22.061683968
cb16be85-36d6-497c-8149-f37b3ffaba7e,1.0,1.0,360.0,480.0,7.0,14.0,30.0,,,2016-10-27 11:02:22.231315968
cb25052b-5ab3-4fe9-bb45-5d965ffa6905,2.0,30.0,90.0,360.0,7.0,7.0,4.0,,,2016-10-27 11:02:22.790095872
cb250e2a-97ba-4ff4-808d-48238158939a,2.0,2.0,180.0,180.0,7.0,14.0,0.0,,,2016-10-27 11:02:23.197291008
cbb18d41-da7b-471a-b5d0-6e901ab01343,60.0,2.0,21.0,2000.0,1.0,1.0,1.0,"still small, need to be supported",,2016-10-27 11:02:23.565222912
cbd2da8f-04c9-40fb-8c29-8b7dd13bc664,1.0,1.0,1.0,60.0,75.0,30.0,90.0,,,2016-10-27 11:02:24.113048064
cbe12f2d-cbf7-414e-a151-7a92d1961d6c,14.0,1.0,14.0,180.0,60.0,30.0,180.0,"While 331 in spirit is crucial to our ecosystem, its implementation and execution is scandalous.

We went from 50+ banks allowed to invest directly in startups to 4-8 funds hijacking $400m of funding and its 75% guarantees for themselves. Instead of investing in startups, banks are now investing in funds with 75% money-back guarantee if the fund fails.

Any investment from these funds into startups is now exposed to 100% risk which means the situation has not changed. Funds by nature reduce risk by diversifying their investments. Instead, the guarantee should be shifted from the Bank to the Fund level or investor level.

Moreover, these funds are all positioned on different funding stages (seed, growth ...) meaning entrepreneurs have 1-2 funds to negotiate with instead of an original 50 potential sources. This means there is no competition amongst investors and they can bully their way into capital with a ""take it or die"" approach.

On the other hand, funds are much better equipped to understand startups and their markets and can provide greater value than Banks who fail to even provide Kafalat Guaranteed loans without requesting another 100% guarantee. We just need more funds for any given funding stage to create more competition and fairer valuations.

331 should be extended beyond banks to any investor or any startup founder that is willing to move its operations to Lebanon. Banks do not need or deserve guarantees as they bring no additional value to the table and have more money than they know what to do with.

In fact, from an ethical perspective, Banks should not be allowed to invest in companies at all as this sets the ground for unfair competition.

On another note, limiting 331 to local SALs is also scandalous as any startup relies on a regional or global market for growth and the legal structure of SALs is prohibitive. We need to allow investments into offshore companies that provide a more versatile legal framework for borderless businesses. There is simply no advantage for regional business to be based in Lebanon as an SAL with 331 funding. If they can get the funding in Lebanon, they can get it anywhere else !",,2016-10-27 11:02:24.497934080
ccf24a25-1776-44e4-a5e8-d9760a640f77,7.0,4.0,60.0,90.0,60.0,90.0,2080.0,Starting a business should not be centred on what others are doing but rather on what you want to do and supporting research that the sector you want to get into is profitable and a plan to make it in that industrywe,,2016-10-27 11:02:25.098029056
cdadb780-abf7-4cc5-ad27-2faa2bedf5bb,30.0,21.0,90.0,365.0,30.0,30.0,3200.0,There should be more locally relevant innovation and not western copied innovation,,2016-10-27 11:02:25.763503104
cdd39057-b285-4121-bc6d-bbcb47f35118,30.0,1.0,60.0,200.0,15.0,25.0,2035.0,none,,2016-10-27 11:02:26.162031104
ce3b76b6-d771-42fd-abc2-91899a62bf9d,40.0,12.0,65.0,365.0,5.0,14.0,1204.0,"Tanzanian Tech Ecosystem is growing although we face many challenges, as for Tanzanian tech entrepreneurs failure is not an option. If you fail, you are doomed.",,2016-10-27 11:02:26.361796096
ce3f8423-8270-4a3e-9069-616447713e01,30.0,7.0,365.0,365.0,60.0,30.0,2675.0,no,,2016-10-27 11:02:27.169804032
ce4667ed-2a2d-498c-ab4e-1a811d590948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2016-10-27 11:02:27.640018944
ceb70df2-284d-417f-978d-ee1ff5f99c3e,30.0,7.0,730.0,150.0,5.0,14.0,1800.0,"""privitazing the cleaning business instead of municipal council to manage them, provide more enteprenurial education to youth the type that can help them focus on their dreams and ideas.
there is a need for more interractions of stake holders""",,2016-10-27 11:02:29.077814016
cec9b17d-d4f4-4dcc-8a1c-18fbf6f80505,365.0,6.0,1460.0,2136.0,730.0,730.0,1825.0,It is important to have collaboration between stake holders and key partners in the ecosystem.,,2016-10-27 11:02:29.974588928
cfcaef51-b0d1-4e91-9773-066438cff6b8,30.0,2.0,7.0,30.0,3.0,30.0,360.0,,,2016-10-27 11:02:30.763312896
d06ca53d-8302-4841-9df5-38ed4fda597c,10.0,3.0,30.0,120.0,7.0,4.0,10.0,The process to get proper funding based on this circular 331 is not well defined and it takes more than 12 month to get this type of funding. It needs to be improved in order to get the investment needed for development,,2016-10-27 11:02:33.182742016
d0bb4f77-c14a-4536-9ba3-f9fa3e40a236,14.0,3.0,7.0,30.0,6.0,21.0,120.0,,,2016-10-27 11:02:33.861733120
d156baf8-1c36-4711-b522-e11e83103f1f,30.0,1.0,95.0,120.0,30.0,60.0,0.0,no,,2016-10-27 11:02:35.042984960
d16df6ac-11ed-48cb-ab09-21cb1ec75b57,4.0,1.0,14.0,90.0,5.0,5.0,4.0,none,,2016-10-27 11:02:35.440984064
d2654586-82fe-4528-81bc-b576ba8ad838,33.0,3.0,30.0,0.0,0.0,0.0,0.0,"Thanks for giving me the opportunity to be member of this survey, i am actually not an entrepreneur, just maybe minipreneur. I have been awarded a grant just yesterday to start my project, and here i go......Sorry couldn't answer most of the questions.... But i hope i can travel and win the award to get more knowledge and expertise on how build my business in a faster and more efficient way.",,2016-10-27 11:02:35.678979072
d2ce58fe-3410-47cc-bf59-e1d4bb623a49,7.0,7.0,60.0,30.0,30.0,60.0,1000.0,,,2016-10-27 11:02:36.153470976
d39d3979-12d3-43c4-a90b-4f002235b13d,30.0,30.0,90.0,90.0,1.0,365.0,1095.0,no,,2016-10-27 11:02:36.356410112
d55d2782-9d85-4b34-9352-35726abfcd07,21.0,7.0,2.0,0.0,7.0,10.0,1059.0,,,2016-10-27 11:02:37.004882944
d57ef2f6-7b0f-47c1-bfd0-91cf5231c712,90.0,5.0,5.0,60.0,90.0,30.0,0.0,,,2016-10-27 11:02:37.355886080
d59e5e48-c710-46a0-b82b-e39a6f43c0d1,10.0,1.0,8.0,90.0,30.0,30.0,30.0,,,2016-10-27 11:02:37.673840128
d5de6219-eaaf-4fde-ad44-82dc31de61d9,730.0,30.0,365.0,120.0,60.0,365.0,2520.0,,,2016-10-27 11:02:37.824240128
d65b721d-1452-4cc6-821e-81ef1f9d4ebe,21.0,3.0,0.0,90.0,90.0,14.0,0.0,no,,2016-10-27 11:02:38.373368064
d7c086ac-a865-46c1-b09e-80e9884f5a2f,365.0,365.0,730.0,730.0,30.0,60.0,0.0,"The best time to have ar start a business or company is when you're a student or after graduation, money is not a problem the most important is the time spend on the company by the co-founders as a capital.",,2016-10-27 11:02:38.892507904
d924c84d-2c66-4823-95bc-08e2ff7ce2e6,180.0,28.0,28.0,56.0,90.0,28.0,5000.0,Not much to say,,2016-10-27 11:02:39.352672000
d97357fd-a20b-4749-8c26-6acf3cb08f11,60.0,14.0,1200.0,1200.0,1.0,60.0,1200.0,n/a,,2016-10-27 11:02:39.689208064
d997e48d-2d6e-430d-9dd6-43110b602c23,30.0,30.0,0.0,270.0,0.0,0.0,0.0,,,2016-10-27 11:02:40.126989056
db00c205-6eed-4a1b-9942-1519b0e6b05b,14.0,3.0,10.0,120.0,30.0,20.0,3650.0,None,,2016-10-27 11:02:40.415345920
dc54bdb8-7ea1-4999-8c4c-9bc185809783,20.0,14.0,20.0,30.0,30.0,45.0,15.0,,,2016-10-27 11:02:41.020051968
dc624907-49ae-4d1f-b5c3-a5738d775e9d,40.0,4.0,1.0,,,,,,,2016-10-27 11:02:41.527856896
dcf3e5ce-c9e8-431e-8014-a36c51b75b67,100.0,0.0,0.0,0.0,2.0,10.0,0.0,,,2016-10-27 11:02:42.069581056
dd80d069-537b-4cc9-bc8d-1c15ad27affb,730.0,3.0,180.0,365.0,30.0,14.0,2000.0,,,2016-10-27 11:02:42.433212928
dedc6fdf-19b1-40a6-982f-1c237f831f40,30.0,4.0,0.0,0.0,30.0,15.0,0.0,,,2016-10-27 11:02:42.833149952
df3f3bcb-b4a9-4196-9bfe-2b428d172729,90.0,30.0,30.0,60.0,21.0,30.0,5000.0,no,,2016-10-27 11:02:43.230258944
e1813f3d-5b07-40df-977d-63de1577c6f6,30.0,30.0,60.0,180.0,30.0,45.0,0.0,,,2016-10-27 11:02:44.032958976
e18833af-b1fa-4eac-8faf-870851193bdc,7.0,1.0,90.0,60.0,30.0,90.0,2000.0,we need to distinguish between entrepreneurs and business people,,2016-10-27 11:02:44.348764928
e1dfa12d-bea3-4222-b887-cbcb56527c8e,40.0,60.0,60.0,90.0,30.0,50.0,360.0,,,2016-10-27 11:02:45.139791104
