userid,edgeid,from,to,label,founder_status,date_start,date_end,degree,major,job_level,job_function,num_interactions,num_connections,host_role,investment_type,amount,last_updated,last_retrieved
2629e5a4-ffbb-4c04-8da2-46932180dc38,4b630e2e-7817-4800-a62f-69cdff108171,20a1342c-d281-40d8-99c1-81af80536d87,5e83f45d-d85f-471f-af4b-ed82c9938924,studied at,,2006-09-01 00:00:00.000000000,2007-08-01 00:00:00.000000000,master,business,,,,,,,,,2016-10-27 11:00:40.354597888
2629e5a4-ffbb-4c04-8da2-46932180dc38,dadbbf3a-e03f-4823-a9cc-f1b3774e7c94,20a1342c-d281-40d8-99c1-81af80536d87,db21ea4c-3e5e-4208-901c-c94abb0d956b,worked at,,2014-05-01 00:00:00.000000000,2015-08-01 00:00:00.000000000,,,manager,business,,,,,,,2016-10-27 11:00:40.354597888
2629e5a4-ffbb-4c04-8da2-46932180dc38,4b00d623-560c-4d1b-8b6f-3d47f640a5fe,20a1342c-d281-40d8-99c1-81af80536d87,4bc571e1-7886-4432-82ff-3d8d937c47db,attended,,,,,,,,,40.0,,,,,2016-10-27 11:00:40.354597888
2745db0e-9490-4581-b6b3-094a346762b0,7dd934df-3945-49e6-8593-e17d3be3ecae,be39ff10-876d-4cdd-8c43-e0a2b77cab0e,373eb220-3f35-46cc-a333-03c46f89f45d,member of,,2014-01-01 00:00:00.000000000,,,,,,0.5,,,,,,2016-10-27 11:00:40.827952128
2745db0e-9490-4581-b6b3-094a346762b0,0d915aca-f4c5-4b2c-980c-44518f581da8,be39ff10-876d-4cdd-8c43-e0a2b77cab0e,bea0f59a-7e1d-4f45-bbe4-d99a52d2775e,studied at,,1993-09-01 00:00:00.000000000,1996-09-01 00:00:00.000000000,bachelor,information technology,,,,,,,,,2016-10-27 11:00:40.827952128
2745db0e-9490-4581-b6b3-094a346762b0,b11ea937-d409-4505-b85c-33cfe7dfb236,9dc250b6-79e5-43b1-a23d-af6d57ad3b51,116b382f-808d-46e1-b038-151b8b0ac58b,founded,,,,,,,technical,,,,,,,2016-10-27 11:00:40.827952128
2745db0e-9490-4581-b6b3-094a346762b0,f440f08b-7902-4e64-9928-d84df7d211f5,be39ff10-876d-4cdd-8c43-e0a2b77cab0e,116b382f-808d-46e1-b038-151b8b0ac58b,founded,,,,,,,technical,,,,,,,2016-10-27 11:00:40.827952128
2745db0e-9490-4581-b6b3-094a346762b0,f0e56c1a-07dd-449f-953e-00f293dca097,be39ff10-876d-4cdd-8c43-e0a2b77cab0e,d9580988-a92f-4e4b-9222-d872f11ff1cc,founded,,,,,,,technical,,,,,,,2016-10-27 11:00:40.827952128
2745db0e-9490-4581-b6b3-094a346762b0,dd6933e7-f69b-4691-96f6-b0f085a1ab1c,e8735fb3-3bbe-4434-baae-58b2eb3960e0,be39ff10-876d-4cdd-8c43-e0a2b77cab0e,mentored,,2010-04-01 00:00:00.000000000,2011-04-01 00:00:00.000000000,,,,,1.0,,,,,,2016-10-27 11:00:40.827952128
2745db0e-9490-4581-b6b3-094a346762b0,3a0dec45-3ae7-462b-8f8f-b65894bae014,be39ff10-876d-4cdd-8c43-e0a2b77cab0e,bea0f59a-7e1d-4f45-bbe4-d99a52d2775e,worked at,,2001-09-01 00:00:00.000000000,2007-06-01 00:00:00.000000000,,,analyst,both,,,,,,,2016-10-27 11:00:40.827952128
2745db0e-9490-4581-b6b3-094a346762b0,e5adfd3e-e0df-46f5-b646-6fd9e8645c68,be39ff10-876d-4cdd-8c43-e0a2b77cab0e,91d3e4f3-5f31-4a33-ae94-65befabbc135,worked at,,2001-09-01 00:00:00.000000000,2004-05-01 00:00:00.000000000,,,freelancer,technical,,,,,,,2016-10-27 11:00:40.827952128
2745db0e-9490-4581-b6b3-094a346762b0,b233ba2e-83be-4c9d-a1d5-e73eb69a7729,be39ff10-876d-4cdd-8c43-e0a2b77cab0e,176d639b-d31a-48c9-bad1-165a4d91959b,studied at,,1980-09-01 00:00:00.000000000,1993-06-01 00:00:00.000000000,highschool,,,,,,,,,,2016-10-27 11:00:40.827952128
2745db0e-9490-4581-b6b3-094a346762b0,8e09e9f7-740e-4d49-9b2f-ebd044bf4c3e,be39ff10-876d-4cdd-8c43-e0a2b77cab0e,914d255b-7230-4342-a5e2-196670cc482c,mentored,,2015-08-01 00:00:00.000000000,2015-12-01 00:00:00.000000000,,,,,4.0,,,,,,2016-10-27 11:00:40.827952128
2745db0e-9490-4581-b6b3-094a346762b0,8af694f5-1c11-4a02-8c6b-2c8fcba50120,be39ff10-876d-4cdd-8c43-e0a2b77cab0e,b8954a46-984e-4abd-b533-3461fc3dcda7,studied at,,1997-09-01 00:00:00.000000000,1998-06-01 00:00:00.000000000,master,information technology,,,,,,,,,2016-10-27 11:00:40.827952128
2745db0e-9490-4581-b6b3-094a346762b0,06196290-0a1f-4972-b60e-80799c622005,be39ff10-876d-4cdd-8c43-e0a2b77cab0e,1cfbca50-33ba-4c34-863d-b51ee0302bfc,worked at,,1998-07-01 00:00:00.000000000,2001-09-01 00:00:00.000000000,,,analyst,technical,,,,,,,2016-10-27 11:00:40.827952128
2745db0e-9490-4581-b6b3-094a346762b0,0b1ad583-bfae-4fa2-9e5c-a5b2cf9bb03c,be39ff10-876d-4cdd-8c43-e0a2b77cab0e,3d5a046c-d0b6-488c-889a-d547ab3b1dd0,worked at,,2007-07-01 00:00:00.000000000,2008-07-01 00:00:00.000000000,,,director,both,,,,,,,2016-10-27 11:00:40.827952128
2799f22b-bae6-4fc8-ae98-1f6585019421,63228ef7-dc5b-4416-905d-2f06b2c84027,c3edd7fe-caba-4cca-8c95-0184cf6efe8e,4c671e8e-dcba-43e4-bf5b-e79854553949,worked at,,2005-07-01 00:00:00.000000000,2010-03-01 00:00:00.000000000,,,analyst,technical,,,,,,,2016-10-27 11:00:41.292104960
2799f22b-bae6-4fc8-ae98-1f6585019421,02e6025b-ca92-4801-804e-8aef80eea69d,c3edd7fe-caba-4cca-8c95-0184cf6efe8e,197966f0-f54e-4613-ab8f-fbb438f60770,mentored,,2015-10-01 00:00:00.000000000,,,,,,1.0,,,,,,2016-10-27 11:00:41.292104960
2799f22b-bae6-4fc8-ae98-1f6585019421,81be8102-0305-4288-9813-2677e67685e4,c3edd7fe-caba-4cca-8c95-0184cf6efe8e,17d81de0-37c0-4db9-9e42-4907ffea1b2d,studied at,,2002-09-01 00:00:00.000000000,2005-05-01 00:00:00.000000000,associate,other,,,,,,,,,2016-10-27 11:00:41.292104960
2799f22b-bae6-4fc8-ae98-1f6585019421,9cfd3970-6fb7-4b04-8042-e8bd26bd8b06,c3edd7fe-caba-4cca-8c95-0184cf6efe8e,efc46d08-85d8-4439-a3c0-c26c6ef91dde,founded,,,,,,,business,,,,,,,2016-10-27 11:00:41.292104960
2799f22b-bae6-4fc8-ae98-1f6585019421,aa4b6514-dfdb-41b3-84ee-7c024e55ee49,b256aa03-790a-453c-b136-4b89034442c1,c3edd7fe-caba-4cca-8c95-0184cf6efe8e,inspired,,2005-02-01 00:00:00.000000000,,,,,,,,,,,,2016-10-27 11:00:41.292104960
2799f22b-bae6-4fc8-ae98-1f6585019421,57ff7925-5b4c-45ee-b3d2-87581e84bfe2,c3edd7fe-caba-4cca-8c95-0184cf6efe8e,d3707e41-422d-4052-82d3-361623a739ac,inspired,,2007-05-01 00:00:00.000000000,,,,,,,,,,,,2016-10-27 11:00:41.292104960
