"userid","nodeid","date",num_people,funding_amount,"last_updated","last_retrieved"
"00663fdd-eaf7-4869-8388-180694397c14","fe9b8660-1452-45da-a813-d3d4d9aba816","2007-01-01",100,,"2016-08-03 13:06:24","11:00:21"
"02abc5e9-9994-477a-b863-8581cb859c18","63ba22c9-26f8-4537-a60f-8a8d163993cc","2015-11-01",35,,"2016-05-24 18:06:35","11:00:21"
"0338f765-8d07-4345-ae88-31b460d9fbf0","ab6df409-a8d0-4db2-838d-133fdab34778","2015-07-01",80,,"2016-08-18 13:15:19","11:00:21"
"0338f765-8d07-4345-ae88-31b460d9fbf0","c8a4f534-88d1-47b7-9a1e-373b181fef6b","2007-01-01",,3670,"2016-08-18 13:15:19","11:00:21"
"0338f765-8d07-4345-ae88-31b460d9fbf0","c8a4f534-88d1-47b7-9a1e-373b181fef6b","2008-12-01",2,,"2016-08-18 13:15:19","11:00:21"
"0338f765-8d07-4345-ae88-31b460d9fbf0","c8a4f534-88d1-47b7-9a1e-373b181fef6b","2015-12-01",16,,"2016-08-18 13:15:19","11:00:21"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","5ad960b8-492f-4226-9eb1-a554793d0308","2002-12-01",4,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","5ad960b8-492f-4226-9eb1-a554793d0308","2003-12-01",6,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","5ad960b8-492f-4226-9eb1-a554793d0308","2004-12-01",8,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","5ad960b8-492f-4226-9eb1-a554793d0308","2015-12-01",45,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","7a29e63b-41fa-4b0a-9701-0e3969c0ad23","1992-12-01",4,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","7a29e63b-41fa-4b0a-9701-0e3969c0ad23","1993-12-01",6,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","7a29e63b-41fa-4b0a-9701-0e3969c0ad23","1994-12-01",10,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","7a29e63b-41fa-4b0a-9701-0e3969c0ad23","1995-12-01",10,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","7a29e63b-41fa-4b0a-9701-0e3969c0ad23","1996-12-01",10,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","7a29e63b-41fa-4b0a-9701-0e3969c0ad23","1997-12-01",12,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","7a29e63b-41fa-4b0a-9701-0e3969c0ad23","1998-12-01",12,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","7a29e63b-41fa-4b0a-9701-0e3969c0ad23","1999-12-01",12,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","7a29e63b-41fa-4b0a-9701-0e3969c0ad23","2000-12-01",12,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","7a29e63b-41fa-4b0a-9701-0e3969c0ad23","2001-12-01",12,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","7a29e63b-41fa-4b0a-9701-0e3969c0ad23","2002-12-01",10,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","7a29e63b-41fa-4b0a-9701-0e3969c0ad23","2003-12-01",10,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","7a29e63b-41fa-4b0a-9701-0e3969c0ad23","2004-12-01",10,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","7a29e63b-41fa-4b0a-9701-0e3969c0ad23","2005-12-01",10,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","7a29e63b-41fa-4b0a-9701-0e3969c0ad23","2006-12-01",10,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","7a29e63b-41fa-4b0a-9701-0e3969c0ad23","2007-12-01",10,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","7a29e63b-41fa-4b0a-9701-0e3969c0ad23","2008-12-01",10,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","7a29e63b-41fa-4b0a-9701-0e3969c0ad23","2009-12-01",10,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","7a29e63b-41fa-4b0a-9701-0e3969c0ad23","2010-12-01",8,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","7a29e63b-41fa-4b0a-9701-0e3969c0ad23","2011-12-01",8,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","7a29e63b-41fa-4b0a-9701-0e3969c0ad23","2012-12-01",8,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","7a29e63b-41fa-4b0a-9701-0e3969c0ad23","2013-12-01",8,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","7a29e63b-41fa-4b0a-9701-0e3969c0ad23","2014-12-01",8,,"2016-07-29 11:04:57","11:00:22"
"051823b9-1deb-4fff-b1cc-9d4ff9eeb1fc","7a29e63b-41fa-4b0a-9701-0e3969c0ad23","2015-12-01",8,,"2016-07-29 11:04:57","11:00:22"
"056a6b8c-9f92-42e8-85cf-2876c20bea1d","dfe01e3f-74d1-487b-acec-3073e2045980","2014-12-01",6,,"2016-08-05 09:03:46","11:00:22"
"056a6b8c-9f92-42e8-85cf-2876c20bea1d","dfe01e3f-74d1-487b-acec-3073e2045980","2015-12-01",11,,"2016-08-05 09:03:46","11:00:22"
"056a6b8c-9f92-42e8-85cf-2876c20bea1d","8d1665f2-3cb9-4a7d-9637-1be7e933d851","2012-12-01",1,,"2016-08-05 09:03:46","11:00:22"
"056a6b8c-9f92-42e8-85cf-2876c20bea1d","8d1665f2-3cb9-4a7d-9637-1be7e933d851","2013-12-01",2,,"2016-08-05 09:03:46","11:00:22"
"056a6b8c-9f92-42e8-85cf-2876c20bea1d","8d1665f2-3cb9-4a7d-9637-1be7e933d851","2014-12-01",2,,"2016-08-05 09:03:46","11:00:22"
"056a6b8c-9f92-42e8-85cf-2876c20bea1d","8d1665f2-3cb9-4a7d-9637-1be7e933d851","2015-12-01",4,,"2016-08-05 09:03:46","11:00:22"
"0651306f-0cd7-418d-a021-b121ef437802","c82faa0e-8dc2-450a-aad5-3179603b481e","2016-04-01",30,,"2016-08-26 09:06:00","11:00:23"
"0651306f-0cd7-418d-a021-b121ef437802","a7900f8c-af69-4412-875c-4da1f2c0ce6f","2015-02-01",,1500,"2016-08-26 09:06:00","11:00:23"
"0651306f-0cd7-418d-a021-b121ef437802","a7900f8c-af69-4412-875c-4da1f2c0ce6f","2012-02-01",2,,"2016-08-26 09:06:00","11:00:23"
"0651306f-0cd7-418d-a021-b121ef437802","a7900f8c-af69-4412-875c-4da1f2c0ce6f","2026-02-01",10,,"2016-08-26 09:06:00","11:00:23"
"07987d94-587c-41f1-9ad5-b7ac8e9ccc75","2f3a483f-643d-4ef2-a1ac-de5d22436962","2013-12-01",5,,"2016-06-20 09:49:09","11:00:23"
"07987d94-587c-41f1-9ad5-b7ac8e9ccc75","2f3a483f-643d-4ef2-a1ac-de5d22436962","2015-12-01",5,,"2016-06-20 09:49:09","11:00:23"
"07987d94-587c-41f1-9ad5-b7ac8e9ccc75","7249c576-38bb-4e95-85d8-c7ad81e2e7fb","2003-12-01",1,,"2016-06-20 09:49:09","11:00:23"
"07987d94-587c-41f1-9ad5-b7ac8e9ccc75","7249c576-38bb-4e95-85d8-c7ad81e2e7fb","2004-12-01",1,,"2016-06-20 09:49:09","11:00:23"
"07987d94-587c-41f1-9ad5-b7ac8e9ccc75","7249c576-38bb-4e95-85d8-c7ad81e2e7fb","2005-12-01",2,,"2016-06-20 09:49:09","11:00:23"
"07987d94-587c-41f1-9ad5-b7ac8e9ccc75","7249c576-38bb-4e95-85d8-c7ad81e2e7fb","2006-12-01",2,,"2016-06-20 09:49:09","11:00:23"
"07987d94-587c-41f1-9ad5-b7ac8e9ccc75","7249c576-38bb-4e95-85d8-c7ad81e2e7fb","2007-12-01",2,,"2016-06-20 09:49:09","11:00:23"
"07987d94-587c-41f1-9ad5-b7ac8e9ccc75","7249c576-38bb-4e95-85d8-c7ad81e2e7fb","2008-12-01",3,,"2016-06-20 09:49:09","11:00:23"
"07987d94-587c-41f1-9ad5-b7ac8e9ccc75","7249c576-38bb-4e95-85d8-c7ad81e2e7fb","2009-12-01",3,,"2016-06-20 09:49:09","11:00:23"
"07987d94-587c-41f1-9ad5-b7ac8e9ccc75","7249c576-38bb-4e95-85d8-c7ad81e2e7fb","2010-12-01",3,,"2016-06-20 09:49:09","11:00:23"
"07987d94-587c-41f1-9ad5-b7ac8e9ccc75","7249c576-38bb-4e95-85d8-c7ad81e2e7fb","2011-12-01",3,,"2016-06-20 09:49:09","11:00:23"
"07987d94-587c-41f1-9ad5-b7ac8e9ccc75","7249c576-38bb-4e95-85d8-c7ad81e2e7fb","2012-12-01",4,,"2016-06-20 09:49:09","11:00:23"
"07987d94-587c-41f1-9ad5-b7ac8e9ccc75","7249c576-38bb-4e95-85d8-c7ad81e2e7fb","2013-12-01",4,,"2016-06-20 09:49:09","11:00:23"
"07987d94-587c-41f1-9ad5-b7ac8e9ccc75","7249c576-38bb-4e95-85d8-c7ad81e2e7fb","2014-12-01",5,,"2016-06-20 09:49:09","11:00:23"
"07987d94-587c-41f1-9ad5-b7ac8e9ccc75","7249c576-38bb-4e95-85d8-c7ad81e2e7fb","2015-12-01",5,,"2016-06-20 09:49:09","11:00:23"
"0873507b-572b-4018-93f7-124dbd53b438","8cb9cf9e-015f-46df-b18e-447fe38c6480","2016-01-01",120,,"2016-08-19 10:14:07","11:00:24"
"08ecbcf5-7856-4b5b-9d7c-0f95ec822cbd","48af894b-3eba-4ca2-b29f-dc303dca686f","2016-02-01",,40000,"2016-06-10 10:53:21","11:00:24"
"09303ca5-9923-467b-9ac4-78617e71ce58","c13fe345-7470-4504-8d6d-0a32c942f7fc","2007-12-01",2,,"2016-07-28 19:38:15","11:00:24"
"096573df-3dae-43cc-8300-a0c285138f57","b1afde0c-31bf-4873-b252-77ac95d37dd3","2016-07-01",50,,"2016-08-09 07:20:10","11:00:24"
"096573df-3dae-43cc-8300-a0c285138f57","04b7950f-d49f-4c0f-914c-afd30b1fb552","2013-12-01",1,,"2016-08-09 07:20:10","11:00:24"
"096573df-3dae-43cc-8300-a0c285138f57","04b7950f-d49f-4c0f-914c-afd30b1fb552","2014-12-01",2,,"2016-08-09 07:20:10","11:00:24"
"096573df-3dae-43cc-8300-a0c285138f57","04b7950f-d49f-4c0f-914c-afd30b1fb552","2016-12-01",13,,"2016-08-09 07:20:10","11:00:24"
"0978caa0-1d4d-4c06-9b34-912d13efae7c","c33dd8fe-3806-44bd-9224-55b59c6bc08c","2014-11-01",10000,,"2016-08-24 09:26:27","11:00:25"
"0978caa0-1d4d-4c06-9b34-912d13efae7c","7ae9a639-0d49-4166-addb-d94ab0f9dc0b","2016-04-01",2,,"2016-08-24 09:26:27","11:00:25"
"0978caa0-1d4d-4c06-9b34-912d13efae7c","c82f5a2a-0052-443f-80cc-605385fb4301","2015-09-01",300,,"2016-08-24 09:26:27","11:00:25"
"09c71ad3-ebe9-4679-a991-02354552bfc5","8c33baec-6efd-4406-b7b9-f84d5c56735a","2015-11-01",10000,,"2016-08-02 08:07:08","11:00:25"
"09c71ad3-ebe9-4679-a991-02354552bfc5","4b5bd375-e46a-4278-a5a7-c09d4d7481c4","2010-12-01",20,,"2016-08-02 08:07:08","11:00:25"
"09c71ad3-ebe9-4679-a991-02354552bfc5","4b5bd375-e46a-4278-a5a7-c09d4d7481c4","2011-12-01",25,,"2016-08-02 08:07:08","11:00:25"
"09c71ad3-ebe9-4679-a991-02354552bfc5","4b5bd375-e46a-4278-a5a7-c09d4d7481c4","2012-12-01",30,,"2016-08-02 08:07:08","11:00:25"
"09c71ad3-ebe9-4679-a991-02354552bfc5","4b5bd375-e46a-4278-a5a7-c09d4d7481c4","2013-12-01",35,,"2016-08-02 08:07:08","11:00:25"
"09c71ad3-ebe9-4679-a991-02354552bfc5","4b5bd375-e46a-4278-a5a7-c09d4d7481c4","2014-12-01",30,,"2016-08-02 08:07:08","11:00:25"
"09c71ad3-ebe9-4679-a991-02354552bfc5","4b5bd375-e46a-4278-a5a7-c09d4d7481c4","2015-12-01",30,,"2016-08-02 08:07:08","11:00:25"
"09c71ad3-ebe9-4679-a991-02354552bfc5","4622ff11-4439-4309-a53c-3a2bc0b5382a","2015-11-01",5000,,"2016-08-02 08:07:08","11:00:25"
"0a0d0298-822c-4b51-ad68-7dd710583868","d9beebe2-b1c9-47b9-bab4-ebbc0ceb7c09","2015-07-01",20,,"2016-05-24 18:06:35","11:00:25"
"0a1a2285-898f-45e0-a1fd-f3544002ccd3","2390c768-dff0-4e99-a8ff-a8392fc92745","2015-09-01",,900000,"2016-06-22 17:50:04","11:00:26"
"0a1a2285-898f-45e0-a1fd-f3544002ccd3","2390c768-dff0-4e99-a8ff-a8392fc92745","2015-12-01",2,,"2016-06-22 17:50:04","11:00:26"
"0a1a2285-898f-45e0-a1fd-f3544002ccd3","e0e5ff7f-f2e2-4e54-8acf-ae082ad3394d","2015-11-01",500,,"2016-06-22 17:50:04","11:00:26"
"0a1a2285-898f-45e0-a1fd-f3544002ccd3","32455dee-e370-45a0-b089-363a119cd58f","2015-09-01",400,,"2016-06-22 17:50:04","11:00:26"
"0a3b5333-ce11-4c97-8c4e-2becb71b7e93","def58acb-89f6-4b75-aa2b-b7de050de824","2014-12-01",1,,"2016-05-24 18:06:35","11:00:26"
"0a3b5333-ce11-4c97-8c4e-2becb71b7e93","def58acb-89f6-4b75-aa2b-b7de050de824","2015-12-01",2,,"2016-05-24 18:06:35","11:00:26"
"0b4790d1-4d7a-4493-a8a1-b293e512a57d","3a12c79c-16ed-4e39-8a87-19eeec52b9b2","2015-12-01",6,,"2016-05-24 18:06:35","11:00:27"
"0b4790d1-4d7a-4493-a8a1-b293e512a57d","12f5ddbb-cee4-4881-b7ef-4d28d31f17ae","2015-12-01",,400000,"2016-05-24 18:06:35","11:00:27"
"0b4790d1-4d7a-4493-a8a1-b293e512a57d","12f5ddbb-cee4-4881-b7ef-4d28d31f17ae","2015-12-01",14,,"2016-05-24 18:06:35","11:00:27"
"0b50a813-f22d-4f0b-a925-2a5ffc81ffb7","d7a8d2a9-7fb1-49da-a23f-e6d9535e0de7","2015-08-01",700,,"2016-08-15 18:25:47","11:00:27"
"0b98440a-75bd-4bee-81da-579008b46c14","c641e5a6-248b-4724-821e-2f27975efd3b","2015-12-01",200,,"2016-05-30 07:33:11","11:00:27"
"0d2ea2dd-4f9c-4bfc-a1a6-b653f5257278","0186d07d-4bfd-4083-91f4-ba1a875999f5","2016-05-01",200,,"2016-06-12 22:00:31","11:00:27"
"0d2ea2dd-4f9c-4bfc-a1a6-b653f5257278","eb7f4d11-f085-4bb7-8986-8fe2a919187e","2015-10-01",1000,,"2016-06-12 22:00:31","11:00:27"
"0d2ea2dd-4f9c-4bfc-a1a6-b653f5257278","d19e5ea7-1628-4fe0-8803-30a166a73bcc","2016-05-01",100,,"2016-06-12 22:00:31","11:00:27"
"0d95c78f-85dd-49dd-a1ff-0f8efee5783a","23f171bb-4a63-44a8-8b2c-717bceece9a7","2011-12-01",0,,"2016-05-24 18:06:35","11:00:28"
"0d95c78f-85dd-49dd-a1ff-0f8efee5783a","23f171bb-4a63-44a8-8b2c-717bceece9a7","2012-12-01",2,,"2016-05-24 18:06:35","11:00:28"
"0d95c78f-85dd-49dd-a1ff-0f8efee5783a","23f171bb-4a63-44a8-8b2c-717bceece9a7","2013-12-01",4,,"2016-05-24 18:06:35","11:00:28"
"0d95c78f-85dd-49dd-a1ff-0f8efee5783a","23f171bb-4a63-44a8-8b2c-717bceece9a7","2014-12-01",5,,"2016-05-24 18:06:35","11:00:28"
"0d95c78f-85dd-49dd-a1ff-0f8efee5783a","23f171bb-4a63-44a8-8b2c-717bceece9a7","2015-12-01",7,,"2016-05-24 18:06:35","11:00:28"
"0e063a4d-10bd-4587-ba8e-cd6530af6d93","b686cc83-7a71-4509-ad3c-283de09c1420","2016-05-01",350,,"2016-09-01 12:05:36","11:00:28"
"0e063a4d-10bd-4587-ba8e-cd6530af6d93","5591cd00-ccd7-40cc-9279-e1a2cd9aee33","2016-01-01",,500000,"2016-09-01 12:05:36","11:00:28"
"0e063a4d-10bd-4587-ba8e-cd6530af6d93","6d7e80cc-e1bf-4bce-bcb2-21bf48aa322f","2016-06-01",,10000,"2016-09-01 12:05:36","11:00:28"
"0e063a4d-10bd-4587-ba8e-cd6530af6d93","20dd8d0e-02b3-480a-a879-d1140a659c32","2016-02-01",3000,,"2016-09-01 12:05:36","11:00:28"
"0e392ee9-d472-4f20-a379-731821a0b931","73532dc1-da25-4386-bd8b-3944b0f2d5f9","2015-11-01",40000,,"2016-05-24 18:06:35","11:00:29"
"0e392ee9-d472-4f20-a379-731821a0b931","2e54fa63-ac6e-4ea6-92ca-5e60c2360616","2011-11-01",,5000000,"2016-05-24 18:06:35","11:00:29"
"0e392ee9-d472-4f20-a379-731821a0b931","2e54fa63-ac6e-4ea6-92ca-5e60c2360616","2008-12-01",10,,"2016-05-24 18:06:35","11:00:29"
"0e392ee9-d472-4f20-a379-731821a0b931","2e54fa63-ac6e-4ea6-92ca-5e60c2360616","2009-12-01",15,,"2016-05-24 18:06:35","11:00:29"
"0e392ee9-d472-4f20-a379-731821a0b931","2e54fa63-ac6e-4ea6-92ca-5e60c2360616","2010-12-01",20,,"2016-05-24 18:06:35","11:00:29"
"0e392ee9-d472-4f20-a379-731821a0b931","2e54fa63-ac6e-4ea6-92ca-5e60c2360616","2011-12-01",30,,"2016-05-24 18:06:35","11:00:29"
"0e392ee9-d472-4f20-a379-731821a0b931","2e54fa63-ac6e-4ea6-92ca-5e60c2360616","2012-12-01",40,,"2016-05-24 18:06:35","11:00:29"
"0e392ee9-d472-4f20-a379-731821a0b931","2e54fa63-ac6e-4ea6-92ca-5e60c2360616","2013-12-01",50,,"2016-05-24 18:06:35","11:00:29"
"0e392ee9-d472-4f20-a379-731821a0b931","2e54fa63-ac6e-4ea6-92ca-5e60c2360616","2014-12-01",60,,"2016-05-24 18:06:35","11:00:29"
"0e392ee9-d472-4f20-a379-731821a0b931","2e54fa63-ac6e-4ea6-92ca-5e60c2360616","2015-12-01",85,,"2016-05-24 18:06:35","11:00:29"
"0ed2da18-8492-4be4-a2ce-58541833ff9c","ce808246-a995-4709-8272-bb342241d97f","2014-12-01",60,,"2016-05-24 18:06:35","11:00:29"
"0ed2da18-8492-4be4-a2ce-58541833ff9c","ce808246-a995-4709-8272-bb342241d97f","2015-12-01",80,,"2016-05-24 18:06:35","11:00:29"
"0fea6e41-5a77-4c60-b217-caca963551f7","1b50ac7e-a154-43bc-89e5-bca8220e9183","2015-09-01",100,,"2016-07-25 11:23:59","11:00:30"
"0fea6e41-5a77-4c60-b217-caca963551f7","33f2ac95-9ba8-48b9-906f-bea777557996","2016-05-01",50,,"2016-07-25 11:23:59","11:00:30"
"1059217b-58ff-4f0f-956d-f4eae737e9b6","d9645ce7-9c4f-4e60-82ef-562809a8353b","2016-12-01",4,,"2016-08-10 12:05:47","11:00:30"
"10cc6ed0-a7b6-4b8c-9b4d-28cc9c6b729a","dcc7401d-9100-4355-addf-6029893cc22a","2014-12-01",1,,"2016-08-04 23:03:45","11:00:30"
"10cc6ed0-a7b6-4b8c-9b4d-28cc9c6b729a","dcc7401d-9100-4355-addf-6029893cc22a","2016-12-01",6,,"2016-08-04 23:03:45","11:00:30"
"1151338f-f20f-4d68-bdd7-fa1bc3efc60c","bb376010-d643-49c7-9a0c-719e67b863d4","2015-02-01",1000,,"2016-08-04 14:52:52","11:00:30"
"1151338f-f20f-4d68-bdd7-fa1bc3efc60c","6f299d06-fed8-4698-9afc-3b06735cbe06","2013-01-01",,5000,"2016-08-04 14:52:52","11:00:30"
"1151338f-f20f-4d68-bdd7-fa1bc3efc60c","6f299d06-fed8-4698-9afc-3b06735cbe06","2010-12-01",1,,"2016-08-04 14:52:52","11:00:30"
"1151338f-f20f-4d68-bdd7-fa1bc3efc60c","6f299d06-fed8-4698-9afc-3b06735cbe06","2016-12-01",5,,"2016-08-04 14:52:52","11:00:30"
